paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-23056353,23056353,2012,Influenza-infected neutrophils within the infected lungs act as antigen presenting cells for anti-viral CD8(+) T cells.,Influenza A virus (IAV) is a leading cause of respiratory tract disease worldwide. Anti-viral CD8(+) T lymphocytes responding to IAV infection are believed to eliminate virally infected cells by direct cytolysis but may also contribute to pulmonary inflammation and tissue dama...,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral, influenza",pending,
pmid-23047750,23047750,2012,The pause on Avian H5N1 influenza virus transmission research should be ended.,A voluntary 60-day pause on avian H5N1 influenza virus transmission research was announced in January 2012 by the international community of influenza scientists engaged in this work to provide time to explain the benefits of such work and the risk mitigation measures in place...,Adolfo Garcia-Sastre,SYBIL,influenza,,,review,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-23041628,23041628,2012,Cross-presenting CD103+ dendritic cells are protected from influenza virus infection.,"CD8+ cytotoxic T cells are critical for viral clearance from the lungs upon influenza virus infection. The contribution of antigen cross-presentation by DCs to the induction of anti-viral cytotoxic T cells remains controversial. Here, we used a recombinant influenza virus expr...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, pathway, infection",medium,"relevant mechanistic terms: virus, viral, pathway",include,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",pending,
pmid-23029594,23029594,2012,"Molecular diagnostics for lassa fever at Irrua specialist teaching hospital, Nigeria: lessons learnt from two years of laboratory operation.","BACKGROUND: Lassa fever is a viral hemorrhagic fever endemic in West Africa. However, none of the hospitals in the endemic areas of Nigeria has the capacity to perform Lassa virus diagnostics. Case identification and management solely relies on non-specific clinical criteria....",Kristian Andersen,CViSB,,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral",pending,
pmid-23027893,23027893,2012,Clinical consequences following regulatory changes in respect to reimbursement of statins cost by the Icelandic Social Insurance Administration.,"INTRODUCTION: On 1 March 2009, a new reimbursement system was introduced by the Ministry of Health of Iceland regarding drugs to treat hyperlipidaemia. The Social Insurance Administration was only authorised to reimburse 10 and 20 mg simvastatin unless patients were eligible t...",Kristian Andersen,CViSB,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-23016235,23016235,2012,[Pay for disease or invest in health?].,,Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-23007649,23007649,2012,The Cbp3-Cbp6 complex coordinates cytochrome b synthesis with bc(1) complex assembly in yeast mitochondria.,"Respiratory chain complexes in mitochondria are assembled from subunits derived from two genetic systems. For example, the bc(1) complex consists of nine nuclear encoded subunits and the mitochondrially encoded subunit cytochrome b. We recently showed that the Cbp3-Cbp6 comple...",Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-23002976,23002976,2012,Influenza vaccines: T-cell responses deserve more attention.,"Currently licensed influenza vaccines rely predominantly on the induction of strain-matched hemagglutination inhibition antibody responses. These vaccines have a proven record of safety and efficacy in preventing influenza-induced illness and complications. However, they do no...",Michael Schotsaert,SYBIL,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,watch,infectious-disease paper but mechanism signal is still weak: influenza,pending,
pmid-23000013,23000013,2012,"Exposure to nerve agents: from status epilepticus to neuroinflammation, brain damage, neurogenesis and epilepsy.","Epilepsy is a common neurological disorder characterized by an initial injury due to stroke, traumatic brain injury, brain infection, or febrile seizures causing status epilepticus (SE). This phenomenon precedes recurrent (secondary) seizures, the latent period (period without...",Sumit Chanda,SYBIL,,,,review,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22993153,22993153,2012,Contribution of NS1 effector domain dimerization to influenza A virus replication and virulence.,Conserved tryptophan-187 facilitates homodimerization of the influenza A virus NS1 protein effector domain. We generated a mutant influenza virus strain expressing NS1-W187R to destabilize this self-interaction. NS1-W187R protein exhibited lower double-stranded RNA (dsRNA)-bin...,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, interaction, infection",medium,relevant mechanistic terms: virus,include,"viral context plus mechanism/resource terms: virus, influenza, interaction",pending,
pmid-22974364,22974364,2012,Self-assembly of filamentous amelogenin requires calcium and phosphate: from dimers via nanoribbons to fibrils.,"Enamel matrix self-assembly has long been suggested as the driving force behind aligned nanofibrous hydroxyapatite formation. We tested if amelogenin, the main enamel matrix protein, can self-assemble into ribbon-like structures in physiologic solutions. Ribbons 17 nm wide wer...",Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22955930,22955930,2012,In support of the BMRB.,,Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22952703,22952703,2012,"Adoption of rapid diagnostic tests for the diagnosis of malaria, a preliminary analysis of the Global Fund program data, 2005 to 2010.","INTRODUCTION: The World Health Organization Guidelines for the Treatment of Malaria, in 2006 and 2010, recommend parasitological confirmation of malaria before commencing treatment. Although microscopy has been the mainstay of malaria diagnostics, the magnitude of diagnostic s...",Scott Filler,UCLA-Persistent-BSI,,mycobacterium_tuberculosis,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22947626,22947626,2012,[Coronary bypass in Iceland[Editorial]].,,Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22947355,22947355,2012,"The effects of aldosterone synthase inhibition on aldosterone and cortisol in patients with hypertension: a phase II, randomized, double-blind, placebo-controlled, multicenter study.","Blockade of the renin-angiotensin-aldosterone system (RAAS) is an established method to lower blood pressure in patients with hypertension. Aldosterone, the end product of the RAAS cascade, acts by increasing salt reabsorption in the kidney and catecholamine release from the a...",Kristian Andersen,CViSB,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22941660,22941660,2012,The antibiotic Furvina® targets the P-site of 30S ribosomal subunits and inhibits translation initiation displaying start codon bias.,"Furvina®, also denominated G1 (MW 297), is a synthetic nitrovinylfuran [2-bromo-5-(2-bromo-2-nitrovinyl)-furan] antibiotic with a broad antimicrobial spectrum. An ointment (Dermofural®) containing G1 as the only active principle is currently marketed in Cuba and successfully u...",Rafael Medina,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22932902,22932902,2012,"High selectivity of the γ-aminobutyric acid transporter 2 (GAT-2, SLC6A13) revealed by structure-based approach.","The solute carrier 6 (SLC6) is a family of ion-dependent transporters that mediate uptake into the cell of osmolytes such as neurotransmitters and amino acids. Four SLC6 members transport GABA, a key neurotransmitter that triggers inhibitory signaling pathways via various rece...",Andrej Sali,HPMI,,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-22928976,22928976,2012,Thermal and light-induced spin switching dynamics in the 2D coordination network of {[Zn(1-x)Fe(x)(bbtr)3](ClO4)2}∞: the role of cooperative effects.,"The thermal spin transition, the photoexcitation, and the subsequent spin relaxation in the mixed crystal series of the covalently linked two-dimensional network {[Zn(1-x)Fe(x)(bbtr)(3)](ClO(4))(2)}(∞) (x = 0.02-1, bbtr =1,4-di(1,2,3-triazol-1-yl)-butane) are discussed. In the...",Alan Hauser,SCRIPT,influenza,,network_modeling,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22923522,22923522,2012,Repeat or not repeat?--Statistical validation of tandem repeat prediction in genomic sequences.,"Tandem repeats (TRs) represent one of the most prevalent features of genomic sequences. Due to their abundance and functional significance, a plethora of detection tools has been devised over the last two decades. Despite the longstanding interest, TR detection is still not re...",Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22916103,22916103,2012,The protein architecture of human secretory vesicles reveals differential regulation of signaling molecule secretion by protein kinases.,Secretory vesicles are required for release of chemical messengers to mediate intercellular signaling among human biological systems. It is necessary to define the organization of the protein architecture of the 'human' dense core secretory vesicles (DCSV) to understand mechan...,Trey Ideker,HPMI,,,proteomics;network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,relevant mechanistic terms: proteomics,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22913530,22913530,2012,Distribution of CYP2D6 and CYP2C19 polymorphisms associated with poor metabolizer phenotype in five Amerindian groups and western Mestizos from Mexico.,BACKGROUND: The distribution of polymorphisms in the CYP2D6 and CYP2C19 genes allows inferring the potential risk for specific adverse drug reactions and lack of therapeutic effects in humans. This variability shows differences among human populations. The aim of this study wa...,Rafael Medina,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22909323,22909323,2012,Quantitative proteomics reveal ATM kinase-dependent exchange in DNA damage response complexes.,"ATM is a protein kinase that initiates a well-characterized signaling cascade in cells exposed to ionizing radiation (IR). However, the role for ATM in coordinating critical protein interactions and subsequent exchanges within DNA damage response (DDR) complexes is unknown. We...",Trey Ideker,HPMI,influenza,,proteomics;epigenomics;network_modeling,methods,candidate,relevant viral/host/pathway terms matched: proteome,medium,relevant mechanistic terms: proteomics,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22901657,22901657,2012,Perioperative incidents associated with internal maxillary distraction osteogenesis: a retrospective study of 20 patients.,OBJECTIVE: This retrospective study aimed to assess the frequency and distribution of incidents encountered during the perioperative period of maxillary distraction with internal devices. The perioperative period was defined as the period between device placement and removal....,Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22899687,22899687,2012,Strategic protein target analysis for developing drugs to stop dental caries.,"Dental caries is the most common disease to cause irreversible damage in humans. Several therapeutic agents are available to treat or prevent dental caries, but none besides fluoride has significantly influenced the disease burden globally. Etiologic mechanisms of the mutans g...",Andrej Sali,HPMI,influenza,,network_modeling,data_or_analysis,candidate,relevant viral/host/pathway terms matched: proteome,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22888792,22888792,2012,"Exploring the pathways of unsafe abortion in Madhya Pradesh, India.","Nearly 40 years after enactment of the Medical Termination of Pregnancy Act of 1971, unsafe abortion continues to be a neglected women's health issue in India. This prospective study of women presenting for post-abortion care in 10 selected hospitals in Madhya Pradesh, India,...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22888003,22888003,2012,Rotaviral enterotoxin nonstructural protein 4 targets mitochondria for activation of apoptosis during infection.,"Viruses have evolved to encode multifunctional proteins to control the intricate cellular signaling pathways by using very few viral proteins. Rotavirus is known to express six nonstructural and six structural proteins. Among them, NSP4 is the enterotoxin, known to disrupt cel...",Sumit Chanda,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral",pending,
pmid-22880123,22880123,2012,Indoor residual spraying of insecticide and malaria morbidity in a high transmission intensity area of Uganda.,"BACKGROUND: Recently the use of indoor residual spraying of insecticide (IRS) has greatly increased in Africa; however, limited data exist on the quantitative impacts of IRS on health outcomes in highly malaria endemic areas. METHODOLOGY/PRINCIPAL FINDINGS: Routine data were c...",Scott Filler,UCLA-Persistent-BSI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22876275,22876275,2012,Host modulators of H1N1 cytopathogenicity.,"Influenza A virus infects 5-20% of the population annually, resulting in ~35,000 deaths and significant morbidity. Current treatments include vaccines and drugs that target viral proteins. However, both of these approaches have limitations, as vaccines require yearly developme...",Adolfo Garcia-Sastre,SYBIL,influenza,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral, influenza",pending,
pmid-22875253,22875253,2012,Pathogenicity and transmissibility of reassortant H9 influenza viruses with genes from pandemic H1N1 virus.,"Both H9N2 avian influenza and 2009 pandemic H1N1 viruses (pH1N1) are able to infect humans and swine, which has raised concerns that novel reassortant H9 viruses with pH1N1 genes might be generated in these hosts by reassortment. Although previous studies have demonstrated tha...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-22865032,22865032,2012,Diagnosis and management of Henoch-Schönlein purpura in pregnancy: a review of the literature.,"INTRODUCTION: Henoch-Schönlein Purpura (HSP) is an IgA-mediated hypersensitivity vasculitis uncommon in adults and rarely described in pregnancy. So far, only 20 cases have been described in pregnancy in the worldwide literature. Although prognosis for this condition is report...",Kristian Andersen,CViSB,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22855494,22855494,2012,Increased viral loads and exacerbated innate host responses in aged macaques infected with the 2009 pandemic H1N1 influenza A virus.,"In contrast to seasonal influenza virus infections, which typically cause significant morbidity and mortality in the elderly, the 2009 H1N1 virus caused severe infection in young adults. This phenomenon was attributed to the presence of cross-protective antibodies acquired by...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host",include,"viral context plus mechanism/resource terms: virus, viral, influenza, host response",pending,
pmid-22849547,22849547,2012,Acute oral toxicity of Polyalthia longifolia var. pendula leaf extract in Wistar albino rats.,"CONTEXT: Polyalthia longifolia (Sonn.) Thw. var. pendula (Annonaceae), a tall evergreen tree, is cultivated all over India. The plant is used in traditional systems of medicine for the treatment of fever, skin diseases, and hypertension. OBJECTIVE: The present study evaluated...",Sumit Chanda,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22848552,22848552,2012,Zidovudine exposure in HIV-1 infected Tanzanian women increases mitochondrial DNA levels in placenta and umbilical cords.,"BACKGROUND: Zidovudine (AZT) constitutes part of the recommended regimens for prevention and treatment of HIV-1 infection. At the same time, AZT as well as HIV-1 infection itself may induce mitochondrial damage. In this study, we analyzed the impact of prenatal AZT-exposure on...",Alan Hauser,SCRIPT,influenza;hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,watch,infectious-disease paper but mechanism signal is still weak: hiv,pending,
pmid-22846909,22846909,2012,The membrane insertase Oxa1 is required for efficient import of carrier proteins into mitochondria.,Oxa1 serves as a protein insertase of the mitochondrial inner membrane that is evolutionary related to the bacterial YidC insertase. Its activity is critical for membrane integration of mitochondrial translation products and conservatively sorted inner membrane proteins after...,Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22837534,22837534,2012,Subnetwork-based analysis of chronic lymphocytic leukemia identifies pathways that associate with disease progression.,"The clinical course of patients with chronic lymphocytic leukemia (CLL) is heterogeneous. Several prognostic factors have been identified that can stratify patients into groups that differ in their relative tendency for disease progression and/or survival. Here, we pursued a s...",Trey Ideker,HPMI,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22837475,22837475,2012,Selkirk Rex: morphological and genetic characterization of a new cat breed.,"Rexoid, curly hair mutations have been selected to develop new domestic cat breeds. The Selkirk Rex is the most recently established curly-coated cat breed originating from a spontaneous mutation that was discovered in the United States in 1987. Unlike the earlier and well-est...",Scott Filler,UCLA-Persistent-BSI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22836096,22836096,2012,Leveraging models of cell regulation and GWAS data in integrative network-based association studies.,,Trey Ideker,HPMI,,,network_modeling,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22826438,22826438,2012,Epigenetic control of cell cycle-dependent histone gene expression is a principal component of the abbreviated pluripotent cell cycle.,Self-renewal of human pluripotent embryonic stem cells proceeds via an abbreviated cell cycle with a shortened G(1) phase. We examined which genes are modulated in this abbreviated period and the epigenetic mechanisms that control their expression. Accelerated upregulation of...,Rafael Medina,SYBIL,,,epigenomics;network_modeling,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22811541,22811541,2012,Live attenuated influenza vaccine provides superior protection from heterologous infection in pigs with maternal antibodies without inducing vaccine-associated enhanced respiratory disease.,Control of swine influenza A virus (IAV) in the United States is hindered because inactivated vaccines do not provide robust cross-protection against the multiple antigenic variants cocirculating in the field. Vaccine efficacy can be limited further for vaccines administered t...,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,"relevant mechanistic terms: virus, host",watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-22800408,22800408,2012,Integrative structural modeling with small angle X-ray scattering profiles.,"Recent technological advances enabled high-throughput collection of Small Angle X-ray Scattering (SAXS) profiles of biological macromolecules. Thus, computational methods for integrating SAXS profiles into structural modeling are needed more than ever. Here, we review specific...",Andrej Sali,HPMI,,,network_modeling,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22778433,22778433,2012,Hematopoietic-specific targeting of influenza A virus reveals replication requirements for induction of antiviral immune responses.,"A coordinated innate and adaptive immune response, orchestrated by antigen presenting cells (APCs), is required for effective clearance of influenza A virus (IAV). Although IAV primarily infects epithelial cells of the upper respiratory tract, APCs are also susceptible. To det...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,"relevant mechanistic terms: virus, host",include,"viral context plus mechanism/resource terms: virus, influenza, host response",pending,
pmid-22777905,22777905,2012,[Feasibility and acceptance of computer-based assessment for the identification of psychosocially distressed patients in routine clinical care].,"This study investigated feasibility and acceptance of computer-based assessment for the identification of psychosocial distress in routine radiotherapy care. 155 cancer patients were assessed using QSC-R10, PO-Bado-SF and Mach-9. The congruence between computerized tablet PC a...",Melanie Ott,HPMI,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22773623,22773623,2012,Advocacy evaluation: challenges and emerging trends.,"Devising, promoting, and implementing changes in policies and regulations are important components of population-level health promotion. Whether advocating for changes in school meal nutrition standards or restrictions on secondhand smoke, policy change can create environments...",Rafael Medina,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22743576,22743576,2012,"Δ-9,11 modification of glucocorticoids dissociates nuclear factor-κB inhibitory efficacy from glucocorticoid response element-associated side effects.","Glucocorticoids are standard of care for many inflammatory conditions, but chronic use is associated with a broad array of side effects. This has led to a search for dissociative glucocorticoids--drugs able to retain or improve efficacy associated with transrepression [nuclear...",Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22725838,22725838,2012,Optimizing millisecond time scale near-infrared emission in polynuclear chrome(III)-lanthanide(III) complexes.,"This work illustrates a simple approach for optimizing long-lived near-infrared lanthanide-centered luminescence using trivalent chromium chromophores as sensitizers. Reactions of the segmental ligand L2 with stoichiometric amounts of M(CF(3)SO(3))(2) (M = Cr, Zn) and Ln(CF(3)...",Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22722241,22722241,2012,"Influenza A viruses and PI3K: are there time, place and manner restrictions?",,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,watch,infectious-disease paper but mechanism signal is still weak: influenza,pending,
pmid-22718633,22718633,2012,Biochemical characterization and structural modeling of human cathepsin E variant 2 in comparison to the wild-type protein.,Cathepsin E splice variant 2 appears in a number of gastric carcinomas. Here we report detecting this variant in HeLa cells using polyclonal antibodies and biotinylated inhibitor pepstatin A. An overexpression of GFP fusion proteins of cathepsin E and its splice variant within...,Andrej Sali,HPMI,influenza,,network_modeling,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-22716658,22716658,2012,IL-6 signaling blockade increases inflammation but does not affect muscle function in the mdx mouse.,"BACKGROUND: IL-6 is a pleiotropic cytokine that modulates inflammatory responses and plays critical roles in muscle maintenance and remodeling. In the mouse model (mdx) of Duchenne Muscular Dystrophy, IL-6 and muscle inflammation are elevated, which is believed to contribute t...",Andrej Sali,HPMI,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22711385,22711385,2012,"Effects of a multivitamin, mineral and herbal supplement on cognition and blood biomarkers in older men: a randomised, placebo-controlled trial.","OBJECTIVE: Nutritional and vitamin status may be related to cognitive function and decline in older adults. The aim of this study was to investigate the effects of nutritional supplementation on cognition in older men. METHOD: The current study was an 8-week, placebo-controlle...",Andrej Sali,HPMI,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22705811,22705811,2012,Improving public engagement in ICZM: a practical approach.,"Stakeholder engagement is at the core of successful ICZM stories. This paper proposes a practical approach to set the basis for a wide and efficient stakeholder engagement process in ICZM which was tested in Cantabria, a Region in the north of Spain. The coastal system was mod...",Rafael Medina,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22687459,22687459,2012,"Early rapid identification of in vivo rat metabolites of AN6414, a novel boron-containing PDE4 inhibitor by QTRAP LC/MS/MS to support drug discovery.","There is an increasing interest in in vivo metabolite identification in early drug discovery in order to (i) give a more complete picture of metabolic profile in investigational animal models, (ii) propose phase I and phase II metabolites using the same pharmacokinetic/toxicok...",Sumit Chanda,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22681890,22681890,2012,Hierarchical modularity and the evolution of genetic interactomes across species.,"To date, cross-species comparisons of genetic interactomes have been restricted to small or functionally related gene sets, limiting our ability to infer evolutionary trends. To facilitate a more comprehensive analysis, we constructed a genome-scale epistasis map (E-MAP) for t...",Trey Ideker,HPMI,,,proteomics;network_modeling,data_or_analysis,candidate,relevant viral/host/pathway terms matched: interactome,medium,relevant mechanistic terms: interactome,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22673264,22673264,2012,The first 72 hours of brain tissue oxygenation predicts patient survival with traumatic brain injury.,"BACKGROUND: Utilization of brain tissue oxygenation (pBtO(2)) is an important but controversial variable in the treatment of traumatic brain injury. We hypothesize that pBtO(2) values over the first 72 hours of monitoring are predictive of mortality. METHODS: Consecutive, adul...",Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22671762,22671762,2012,"Caffeine provokes adverse interactions with 3,4-methylenedioxymethamphetamine (MDMA, 'ecstasy') and related psychostimulants: mechanisms and mediators.",Concomitant consumption of caffeine with recreational psychostimulant drugs of abuse can provoke severe acute adverse reactions in addition to longer term consequences. The mechanisms by which caffeine increases the toxicity of psychostimulants include changes in body temperat...,Ryan McNamara,CViSB,influenza,,,review,candidate,relevant viral/host/pathway terms matched: interaction,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-22649106,22649106,2012,GATA2 zinc finger 1 mutations associated with biallelic CEBPA mutations define a unique genetic entity of acute myeloid leukemia.,"Cytogenetically normal acute myeloid leukemia (CN-AML) with biallelic CEBPA gene mutations (biCEPBA) represents a distinct disease entity with a favorable clinical outcome. So far, it is not known whether other genetic alterations cooperate with biCEBPA mutations during leukem...",Alan Hauser,SCRIPT,influenza,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
