source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
pi-backlog,pmid-21956618,21956618,10.1038/clpt.2011.165,2011,A common 5'-UTR variant in MATE2-K is associated with poor response to metformin.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC3329222,https://pubmed.ncbi.nlm.nih.gov/21956618/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3329222/,https://doi.org/10.1038/clpt.2011.165,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21956618.url,papers/fulltext/inventory/oa/pmid-21956618.pdf,no,
pi-backlog,pmid-21917972,21917972,10.1128/JVI.05830-11,2011,Major histocompatibility complex class II expression and hemagglutinin subtype influence the infectivity of type A influenza virus for respiratory dendritic cells.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC3209325,https://pubmed.ncbi.nlm.nih.gov/21917972/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3209325/,https://doi.org/10.1128/JVI.05830-11,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21917972.url,papers/fulltext/inventory/oa/pmid-21917972.pdf,no,
pi-backlog,pmid-21909097,21909097,10.1038/nchembio.645,2011,Chemical inhibition of RNA viruses reveals REDD1 as a host defense factor.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, screen",PMC3329801,https://pubmed.ncbi.nlm.nih.gov/21909097/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3329801/,https://doi.org/10.1038/nchembio.645,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21909097.url,papers/fulltext/inventory/oa/pmid-21909097.pdf,no,
pi-backlog,pmid-21885739,21885739,10.1073/pnas.1106030108,2011,"Structure-based discovery of prescription drugs that interact with the norepinephrine transporter, NET.",HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC3179104,https://pubmed.ncbi.nlm.nih.gov/21885739/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3179104/,https://doi.org/10.1073/pnas.1106030108,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21885739.url,papers/fulltext/inventory/oa/pmid-21885739.pdf,no,
pi-backlog,pmid-21876670,21876670,10.1371/journal.ppat.1002184,2011,Activation of HIV transcription by the viral Tat protein requires a demethylation step mediated by lysine-specific demethylase 1 (LSD1/KDM1).,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, hiv, interaction",PMC3158049,https://pubmed.ncbi.nlm.nih.gov/21876670/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3158049/,https://doi.org/10.1371/journal.ppat.1002184,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21876670.url,papers/fulltext/inventory/oa/pmid-21876670.pdf,no,
pi-backlog,pmid-21852950,21852950,10.1371/journal.ppat.1002186,2011,Differential contribution of PB1-F2 to the virulence of highly pathogenic H5N1 influenza A virus in mammalian and avian species.,SYBIL,Adolfo Garcia-Sastre,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC3154844,https://pubmed.ncbi.nlm.nih.gov/21852950/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3154844/,https://doi.org/10.1371/journal.ppat.1002186,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21852950.url,papers/fulltext/inventory/oa/pmid-21852950.pdf,no,
pi-backlog,pmid-21846828,21846828,10.1128/mBio.00151-11,2011,Host- and strain-specific regulation of influenza virus polymerase activity by interacting cellular proteins.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, network, proteomics",PMC3157893,https://pubmed.ncbi.nlm.nih.gov/21846828/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3157893/,https://doi.org/10.1128/mBio.00151-11,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21846828.url,papers/fulltext/inventory/oa/pmid-21846828.pdf,no,
pi-backlog,pmid-21823622,21823622,10.1021/cb200198c,2011,Discovery of a cytokinin deaminase.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC3199332,https://pubmed.ncbi.nlm.nih.gov/21823622/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3199332/,https://doi.org/10.1021/cb200198c,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21823622.url,papers/fulltext/inventory/oa/pmid-21823622.pdf,no,
pi-backlog,pmid-21670211,21670211,10.1083/jcb.201102042,2011,"Evolution: On a bender--BARs, ESCRTs, COPs, and finally getting your coat.",HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC3115789,https://pubmed.ncbi.nlm.nih.gov/21670211/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3115789/,https://doi.org/10.1083/jcb.201102042,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21670211.url,papers/fulltext/inventory/oa/pmid-21670211.pdf,no,
pi-backlog,pmid-21593271,21593271,10.1099/vir.0.032060-0,2011,The NS1 protein of influenza A virus suppresses interferon-regulated activation of antigen-presentation and immune-proteasome pathways.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, pathway",PMC3353386,https://pubmed.ncbi.nlm.nih.gov/21593271/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3353386/,https://doi.org/10.1099/vir.0.032060-0,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21593271.url,papers/fulltext/inventory/oa/pmid-21593271.pdf,no,
pi-backlog,pmid-21483486,21483486,10.1371/journal.ppat.1001329,2011,Dissection of the influenza A virus endocytic routes reveals macropinocytosis as an alternative entry pathway.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, pathway",PMC3068995,https://pubmed.ncbi.nlm.nih.gov/21483486/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3068995/,https://doi.org/10.1371/journal.ppat.1001329,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21483486.url,papers/fulltext/inventory/oa/pmid-21483486.pdf,no,
pi-backlog,pmid-21464929,21464929,10.1371/journal.pone.0017946,2011,A transient homotypic interaction model for the influenza A virus NS1 protein effector domain.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC3065461,https://pubmed.ncbi.nlm.nih.gov/21464929/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3065461/,https://doi.org/10.1371/journal.pone.0017946,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21464929.url,papers/fulltext/inventory/oa/pmid-21464929.pdf,no,
pi-backlog,pmid-21275375,21275375,10.1021/ja110157u,2011,Enzymatic deamination of the epigenetic base N-6-methyladenine.,HPMI,Andrej Sali,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC3043370,https://pubmed.ncbi.nlm.nih.gov/21275375/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3043370/,https://doi.org/10.1021/ja110157u,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21275375.url,papers/fulltext/inventory/oa/pmid-21275375.pdf,no,
pi-backlog,pmid-21245900,21245900,10.1038/ni0211-114,2011,2 methylate or not 2 methylate: viral evasion of the type I interferon response.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: viral, host response",PMC7096819,https://pubmed.ncbi.nlm.nih.gov/21245900/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7096819/,https://doi.org/10.1038/ni0211-114,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21245900.url,papers/fulltext/inventory/oa/pmid-21245900.pdf,no,
pi-backlog,pmid-21097780,21097780,10.1093/nar/gkq1091,2011,"ModBase, a database of annotated comparative protein structure models, and associated resources.",HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC3013688,https://pubmed.ncbi.nlm.nih.gov/21097780/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3013688/,https://doi.org/10.1093/nar/gkq1091,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21097780.url,papers/fulltext/inventory/oa/pmid-21097780.pdf,no,
pi-backlog,pmid-21075352,21075352,10.1016/j.chom.2010.10.007,2010,Mouse STAT2 restricts early dengue virus replication.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, dengue, pathway",PMC3310429,https://pubmed.ncbi.nlm.nih.gov/21075352/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3310429/,https://doi.org/10.1016/j.chom.2010.10.007,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-21075352.url,papers/fulltext/inventory/oa/pmid-21075352.pdf,no,
pi-backlog,pmid-20943654,20943654,10.1074/jbc.M110.165936,2010,Transcription factor redundancy ensures induction of the antiviral state.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, transcriptome",PMC3009927,https://pubmed.ncbi.nlm.nih.gov/20943654/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3009927/,https://doi.org/10.1074/jbc.M110.165936,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20943654.url,papers/fulltext/inventory/oa/pmid-20943654.pdf,no,
pi-backlog,pmid-20935628,20935628,10.1038/nm.2238,2010,Efficient hepatitis C virus particle formation requires diacylglycerol acyltransferase-1.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, host factor",PMC3431199,https://pubmed.ncbi.nlm.nih.gov/20935628/,https://pmc.ncbi.nlm.nih.gov/articles/PMC3431199/,https://doi.org/10.1038/nm.2238,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20935628.url,papers/fulltext/inventory/oa/pmid-20935628.pdf,no,
pi-backlog,pmid-20844044,20844044,10.1128/JVI.01136-10,2010,Virulence-associated substitution D222G in the hemagglutinin of 2009 pandemic influenza A(H1N1) virus affects receptor binding.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC2977876,https://pubmed.ncbi.nlm.nih.gov/20844044/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2977876/,https://doi.org/10.1128/JVI.01136-10,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20844044.url,papers/fulltext/inventory/oa/pmid-20844044.pdf,no,
pi-backlog,pmid-20844032,20844032,10.1128/JVI.01129-10,2010,Macaque proteome response to highly pathogenic avian influenza and 1918 reassortant influenza virus infections.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, network",PMC2977874,https://pubmed.ncbi.nlm.nih.gov/20844032/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2977874/,https://doi.org/10.1128/JVI.01129-10,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20844032.url,papers/fulltext/inventory/oa/pmid-20844032.pdf,no,
pi-backlog,pmid-20617177,20617177,10.1371/journal.ppat.1000978,2010,Adaptation of hepatitis C virus to mouse CD81 permits infection of mouse cells in the absence of human entry factors.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: virus, interaction",PMC2895659,https://pubmed.ncbi.nlm.nih.gov/20617177/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2895659/,https://doi.org/10.1371/journal.ppat.1000978,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20617177.url,papers/fulltext/inventory/oa/pmid-20617177.pdf,no,
pi-backlog,pmid-20610653,20610653,10.4049/jimmunol.1000114,2010,NF-kappa B RelA subunit is crucial for early IFN-beta expression and resistance to RNA virus replication.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, host response",PMC2910841,https://pubmed.ncbi.nlm.nih.gov/20610653/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2910841/,https://doi.org/10.4049/jimmunol.1000114,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20610653.url,papers/fulltext/inventory/oa/pmid-20610653.pdf,no,
pi-backlog,pmid-20534531,20534531,10.1073/pnas.1003115107,2010,Engineered RNA viral synthesis of microRNAs.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, transcriptome",PMC2895125,https://pubmed.ncbi.nlm.nih.gov/20534531/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2895125/,https://doi.org/10.1073/pnas.1003115107,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20534531.url,papers/fulltext/inventory/oa/pmid-20534531.pdf,no,
pi-backlog,pmid-20406818,20406818,10.1074/jbc.M109.089912,2010,Negative role of RIG-I serine 8 phosphorylation in the regulation of interferon-beta production.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, interaction",PMC2888438,https://pubmed.ncbi.nlm.nih.gov/20406818/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2888438/,https://doi.org/10.1074/jbc.M109.089912,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20406818.url,papers/fulltext/inventory/oa/pmid-20406818.pdf,no,
pi-backlog,pmid-20406241,20406241,10.1111/j.1755-5922.2010.00148.x,2010,"Comparative efficacy of aliskiren monotherapy and ramipril monotherapy in patients with stage 2 systolic hypertension: subgroup analysis of a double-blind, active comparator trial.",CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/20406241/,,https://doi.org/10.1111/j.1755-5922.2010.00148.x,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-20406241.url,papers/fulltext/inventory/oa/pmid-20406241.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-20357099,20357099,10.1128/JVI.00211-10,2010,Murine coronavirus delays expression of a subset of interferon-stimulated genes.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, coronavirus, pathway",PMC2876584,https://pubmed.ncbi.nlm.nih.gov/20357099/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2876584/,https://doi.org/10.1128/JVI.00211-10,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20357099.url,papers/fulltext/inventory/oa/pmid-20357099.pdf,no,
pi-backlog,pmid-20219937,20219937,10.1128/JVI.02395-09,2010,Species-specific antagonism of host ISGylation by the influenza B virus NS1 protein.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, interaction",PMC2863827,https://pubmed.ncbi.nlm.nih.gov/20219937/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2863827/,https://doi.org/10.1128/JVI.02395-09,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20219937.url,papers/fulltext/inventory/oa/pmid-20219937.pdf,no,
pi-backlog,pmid-20140252,20140252,10.1371/journal.pone.0009025,2010,Complete-proteome mapping of human influenza A adaptive mutations: implications for human transmissibility of zoonotic strains.,SYBIL,Adolfo Garcia-Sastre,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2815782,https://pubmed.ncbi.nlm.nih.gov/20140252/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2815782/,https://doi.org/10.1371/journal.pone.0009025,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20140252.url,papers/fulltext/inventory/oa/pmid-20140252.pdf,no,
pi-backlog,pmid-20140189,20140189,10.1371/journal.pcbi.1000668,2010,The overlap of small molecule and protein binding sites within families of protein structures.,HPMI,Andrej Sali,candidate,low,"viral context plus mechanism/resource terms: hiv, interaction",PMC2816688,https://pubmed.ncbi.nlm.nih.gov/20140189/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2816688/,https://doi.org/10.1371/journal.pcbi.1000668,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20140189.url,papers/fulltext/inventory/oa/pmid-20140189.pdf,no,
pi-backlog,pmid-20071582,20071582,10.1128/JVI.02241-09,2010,Phosphorylation-mediated negative regulation of RIG-I antiviral activity.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: viral, interaction",PMC2838087,https://pubmed.ncbi.nlm.nih.gov/20071582/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2838087/,https://doi.org/10.1128/JVI.02241-09,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20071582.url,papers/fulltext/inventory/oa/pmid-20071582.pdf,no,
pi-backlog,pmid-20027183,20027183,10.1038/nature08699,2010,Human host factors required for influenza virus replication.,SYBIL;HPMI,Adolfo Garcia-Sastre;Trey Ideker,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, network",PMC2862546,https://pubmed.ncbi.nlm.nih.gov/20027183/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2862546/,https://doi.org/10.1038/nature08699,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20027183.url,papers/fulltext/inventory/oa/pmid-20027183.pdf,no,
pi-backlog,pmid-19927307,19927307,10.1002/ajmg.b.31047,2010,Psychiatric syndromes in individuals with chromosome 18 abnormalities.,SYBIL,Rafael Medina,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/19927307/,,https://doi.org/10.1002/ajmg.b.31047,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-19927307.url,papers/fulltext/inventory/oa/pmid-19927307.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-20011113,20011113,10.1371/journal.pgen.1000767,2009,"Comprehensive functional analysis of Mycobacterium tuberculosis toxin-antitoxin systems: implications for pathogenesis, stress responses, and evolution.",HPMI,Jeffrey Cox,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2781298,https://pubmed.ncbi.nlm.nih.gov/20011113/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2781298/,https://doi.org/10.1371/journal.pgen.1000767,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-20011113.url,papers/fulltext/inventory/oa/pmid-20011113.pdf,no,
pi-backlog,pmid-19845314,19845314,10.1021/ci9003706,2009,Molecular docking screens using comparative models of proteins.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2790034,https://pubmed.ncbi.nlm.nih.gov/19845314/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2790034/,https://doi.org/10.1021/ci9003706,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19845314.url,papers/fulltext/inventory/oa/pmid-19845314.pdf,no,
pi-backlog,pmid-19812322,19812322,10.1523/JNEUROSCI.3180-09.2009,2009,An integrated systems analysis implicates EGR1 downregulation in simian immunodeficiency virus encephalitis-induced neural dysfunction.,HPMI,Trey Ideker,candidate,medium,"viral context plus mechanism/resource terms: virus, hiv, interaction, network, host response",PMC2802851,https://pubmed.ncbi.nlm.nih.gov/19812322/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2802851/,https://doi.org/10.1523/JNEUROSCI.3180-09.2009,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19812322.url,papers/fulltext/inventory/oa/pmid-19812322.pdf,no,
pi-backlog,pmid-19730696,19730696,10.1371/journal.ppat.1000570,2009,Evolutionarily conserved herpesviral protein interaction networks.,HPMI,Trey Ideker,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2731838,https://pubmed.ncbi.nlm.nih.gov/19730696/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2731838/,https://doi.org/10.1371/journal.ppat.1000570,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19730696.url,papers/fulltext/inventory/oa/pmid-19730696.pdf,no,
pi-backlog,pmid-19706713,19706713,10.1128/JVI.00330-09,2009,The NS1 protein of the 1918 pandemic influenza virus blocks host interferon and lipid metabolism pathways.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, network, host response",PMC2753112,https://pubmed.ncbi.nlm.nih.gov/19706713/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2753112/,https://doi.org/10.1128/JVI.00330-09,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19706713.url,papers/fulltext/inventory/oa/pmid-19706713.pdf,no,
pi-backlog,pmid-19625461,19625461,10.1099/vir.0.013599-0,2009,Interferon priming enables cells to partially overturn the SARS coronavirus-induced block in innate immune activation.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: coronavirus, sars, host response",PMC2888313,https://pubmed.ncbi.nlm.nih.gov/19625461/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2888313/,https://doi.org/10.1099/vir.0.013599-0,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19625461.url,papers/fulltext/inventory/oa/pmid-19625461.pdf,no,
pi-backlog,pmid-19617271,19617271,10.1177/1470320309342407,2009,Comparative effects of aliskiren-based and ramipril-based therapy on the renin system during long-term (6 months) treatment and withdrawal in patients with hypertension.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/19617271/,,https://doi.org/10.1177/1470320309342407,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-19617271.url,papers/fulltext/inventory/oa/pmid-19617271.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-19587024,19587024,10.1093/protein/gzp040,2009,Alignment of multiple protein structures based on sequence and structure features.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2909824,https://pubmed.ncbi.nlm.nih.gov/19587024/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2909824/,https://doi.org/10.1093/protein/gzp040,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19587024.url,papers/fulltext/inventory/oa/pmid-19587024.pdf,no,
pi-backlog,pmid-19521506,19521506,10.1371/journal.ppat.1000473,2009,Influenza B virus ribonucleoprotein is a potent activator of the antiviral kinase PKR.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",PMC2688073,https://pubmed.ncbi.nlm.nih.gov/19521506/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2688073/,https://doi.org/10.1371/journal.ppat.1000473,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19521506.url,papers/fulltext/inventory/oa/pmid-19521506.pdf,no,
pi-backlog,pmid-19472362,19472362,10.1002/pro.143,2009,Evolutionary constraints on structural similarity in orthologs and paralogs.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2774440,https://pubmed.ncbi.nlm.nih.gov/19472362/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2774440/,https://doi.org/10.1002/pro.143,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19472362.url,papers/fulltext/inventory/oa/pmid-19472362.pdf,no,
pi-backlog,pmid-19454348,19454348,10.1016/j.chom.2009.04.006,2009,Influenza A virus NS1 targets the ubiquitin ligase TRIM25 to evade recognition by the host viral RNA sensor RIG-I.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",PMC2737813,https://pubmed.ncbi.nlm.nih.gov/19454348/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2737813/,https://doi.org/10.1016/j.chom.2009.04.006,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19454348.url,papers/fulltext/inventory/oa/pmid-19454348.pdf,no,
pi-backlog,pmid-19381286,19381286,10.1371/journal.pntd.0000418,2009,A kernel for open source drug discovery in tropical diseases.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2667270,https://pubmed.ncbi.nlm.nih.gov/19381286/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2667270/,https://doi.org/10.1371/journal.pntd.0000418,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19381286.url,papers/fulltext/inventory/oa/pmid-19381286.pdf,no,
pi-backlog,pmid-19279106,19279106,10.1128/JVI.02188-08,2009,NS5 of dengue virus mediates STAT2 binding and degradation.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, dengue, pathway",PMC2681973,https://pubmed.ncbi.nlm.nih.gov/19279106/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2681973/,https://doi.org/10.1128/JVI.02188-08,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19279106.url,papers/fulltext/inventory/oa/pmid-19279106.pdf,no,
pi-backlog,pmid-19233204,19233204,10.1016/j.jmb.2009.02.031,2009,Inferential optimization for simultaneous fitting of multiple components into a CryoEM map of their assembly.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC2680734,https://pubmed.ncbi.nlm.nih.gov/19233204/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2680734/,https://doi.org/10.1016/j.jmb.2009.02.031,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19233204.url,papers/fulltext/inventory/oa/pmid-19233204.pdf,no,
pi-backlog,pmid-19218453,19218453,10.1073/pnas.0813234106,2009,Early and sustained innate immune response defines pathology and death in nonhuman primates infected by highly pathogenic influenza virus.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, influenza, host response",PMC2642661,https://pubmed.ncbi.nlm.nih.gov/19218453/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2642661/,https://doi.org/10.1073/pnas.0813234106,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19218453.url,papers/fulltext/inventory/oa/pmid-19218453.pdf,no,
pi-backlog,pmid-19019947,19019947,10.1128/JVI.00986-08,2009,Hantaan virus nucleocapsid protein binds to importin alpha proteins and inhibits tumor necrosis factor alpha-induced activation of nuclear factor kappa B.,SYBIL,Adolfo Garcia-Sastre,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC2620888,https://pubmed.ncbi.nlm.nih.gov/19019947/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2620888/,https://doi.org/10.1128/JVI.00986-08,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-19019947.url,papers/fulltext/inventory/oa/pmid-19019947.pdf,no,
