paper_id,title,pmid,doi,center,year,paper_status,abstract_length,dataset_scan_status,resource_scan_status
pmid-32620586,Breathing fresh air into respiratory research with single-cell RNA sequencing.,32620586,10.1183/16000617.0060-2020,,2020,metadata_ingested,1208,pending,pending
pmid-32609537,Age-Dependent Differences in T-Cell Responses to Influenza A Virus.,32609537,10.1165/rcmb.2020-0169TR,,2020,metadata_ingested,1077,pending,pending
pmid-32596695,"Accommodating individual travel history, global mobility, and unsampled diversity in phylogeography: a SARS-CoV-2 case study.",32596695,10.1101/2020.06.22.165464,,2020,metadata_ingested,1757,pending,pending
pmid-32568661,Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 in Aerosol Suspensions.,32568661,10.3201/eid2609.201806,,2020,metadata_ingested,400,pending,pending
pmid-32561442,Treatment of Community-Acquired Pneumonia in Immunocompromised Adults: A Consensus Statement Regarding Initial Strategies.,32561442,10.1016/j.chest.2020.05.598,,2020,metadata_ingested,1064,pending,pending
pmid-32554594,Measles virus and rinderpest virus divergence dated to the sixth century BCE.,32554594,10.1126/science.aba9411,,2020,metadata_ingested,653,pending,pending
pmid-32550242,SARS-CoV-2 Entry Genes Are Most Highly Expressed in Nasal Goblet and Ciliated Cells within Human Airways.,32550242,,,2020,metadata_ingested,1758,pending,pending
pmid-32540903,Isolation of potent SARS-CoV-2 neutralizing antibodies and protection from disease in a small animal model.,32540903,10.1126/science.abc7520,,2020,metadata_ingested,949,pending,pending
pmid-32513865,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California.,32513865,10.1126/science.abb9263,,2020,metadata_ingested,938,pending,pending
pmid-32511558,A Unique Clade of SARS-CoV-2 Viruses is Associated with Lower Viral Loads in Patient Upper Airways.,32511558,10.1101/2020.05.19.20107144,,2020,metadata_ingested,1918,pending,pending
pmid-32511433,Comparative dynamic aerosol efficiencies of three emergent coronaviruses and the unusual persistence of SARS-CoV-2 in aerosol suspensions.,32511433,10.1101/2020.04.13.20063784,,2020,metadata_ingested,0,pending,pending
pmid-32511416,The emergence of SARS-CoV-2 in Europe and the US.,32511416,10.1101/2020.05.21.109322,,2020,metadata_ingested,904,pending,pending
pmid-32458974,Gradients Do Grow on Trees: A Linear-Time O(N)-Dimensional Gradient for Statistical Phylogenetics.,32458974,10.1093/molbev/msaa130,,2020,metadata_ingested,1396,pending,pending
pmid-32457420,Field evaluation of a Pan-Lassa rapid diagnostic test during the 2018 Nigerian Lassa fever outbreak.,32457420,10.1038/s41598-020-65736-0,,2020,metadata_ingested,1159,pending,pending
pmid-32407507,"Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus.",32407507,10.1093/molbev/msaa117,,2020,metadata_ingested,1889,pending,pending
pmid-32359479,"COVID-19: Epidemiology, Evolution, and Cross-Disciplinary Perspectives.",32359479,10.1016/j.molmed.2020.02.008,,2020,metadata_ingested,928,pending,pending
pmid-32327758,SARS-CoV-2 entry factors are highly expressed in nasal epithelial cells together with innate immune genes.,32327758,10.1038/s41591-020-0868-6,,2020,metadata_ingested,760,pending,pending
pmid-32315548,A Call for Rational Intensive Care in the Era of COVID-19.,32315548,10.1165/rcmb.2020-0151LE,,2020,metadata_ingested,0,pending,pending
pmid-32311297,COVID-19: First Do No Harm.,32311297,10.1164/rccm.202004-1153ED,,2020,metadata_ingested,0,pending,pending
pmid-32298730,The Burden of Community-Acquired Pneumonia Requiring Admission to ICU in the United States.,32298730,10.1016/j.chest.2020.03.051,,2020,metadata_ingested,2037,pending,pending
pmid-32284615,The proximal origin of SARS-CoV-2.,32284615,10.1038/s41591-020-0820-9,,2020,metadata_ingested,0,pending,pending
pmid-32173339,Feasibility of Venovenous Extracorporeal Membrane Oxygenation Without Systemic Anticoagulation.,32173339,10.1016/j.athoracsur.2020.02.011,,2020,metadata_ingested,1979,pending,pending
pmid-32156726,A comparative genomics approach identifies contact-dependent growth inhibition as a virulence determinant.,32156726,10.1073/pnas.1919198117,,2020,metadata_ingested,1715,pending,pending
pmid-32150460,Identifying Clinical Research Priorities in Adult Pulmonary and Critical Care. NHLBI Working Group Report.,32150460,10.1164/rccm.201908-1595WS,,2020,metadata_ingested,1830,pending,pending
pmid-32125289,CoRESTed development of regulatory T cells.,32125289,10.1172/JCI135713,,2020,metadata_ingested,695,pending,pending
pmid-32123088,Assessing the role of live poultry trade in community-structured transmission of avian influenza in China.,32123088,10.1073/pnas.1906954117,,2020,metadata_ingested,1201,pending,pending
pmid-32120884,Proteomics Computational Analyses Suggest That the Envelope Glycoproteins of Segmented Jingmen Flavi-Like Viruses are Class II Viral Fusion Proteins (b-Penetrenes) with Mucin-Like Domains.,32120884,10.3390/v12030260,,2020,metadata_ingested,1133,pending,pending
pmid-32101295,Online Bayesian Phylodynamic Inference in BEAST with Application to Epidemic Reconstruction.,32101295,10.1093/molbev/msaa047,,2020,metadata_ingested,1602,pending,pending
pmid-32065600,Comparison of Cardiovascular and Safety Outcomes of Chlorthalidone vs Hydrochlorothiazide to Treat Hypertension.,32065600,10.1001/jamainternmed.2019.7454,,2020,metadata_ingested,2878,pending,pending
pmid-32028998,Angiotensin I and angiotensin II concentrations and their ratio in catecholamine-resistant vasodilatory shock.,32028998,10.1186/s13054-020-2733-x,,2020,metadata_ingested,2428,pending,pending
pmid-32025755,Identification and validation of biomarkers of persistent acute kidney injury: the RUBY study.,32025755,10.1007/s00134-019-05919-0,,2020,metadata_ingested,1647,pending,pending
pmid-31992714,Systemic infection facilitates transmission of Pseudomonas aeruginosa in mice.,31992714,10.1038/s41467-020-14363-4,,2020,metadata_ingested,837,pending,pending
pmid-31980672,Comparisons of the antibody repertoires of a humanized rodent and humans by high throughput sequencing.,31980672,10.1038/s41598-020-57764-7,,2020,metadata_ingested,1566,pending,pending
pmid-31971995,Mobilizable antibiotic resistance genes are present in dust microbial communities.,31971995,10.1371/journal.ppat.1008211,,2020,metadata_ingested,1599,pending,pending
pmid-31948967,"Complete Genome Sequence of Klebsiella pneumoniae Strain TK421, a Conjugative Hypervirulent Isolate.",31948967,10.1128/MRA.01408-19,,2020,metadata_ingested,433,pending,pending
pmid-31790143,Incorporating heterogeneous sampling probabilities in continuous phylogeographic inference - Application to H5N1 spread in the Mekong region.,31790143,10.1093/bioinformatics/btz882,,2020,metadata_ingested,1802,pending,pending
pmid-31714898,Linear ubiquitin assembly complex regulates lung epithelial-driven responses during influenza infection.,31714898,10.1172/JCI128368,,2020,metadata_ingested,1248,pending,pending
pmid-31601718,A spatially restricted fibrotic niche in pulmonary fibrosis is sustained by M-CSF/M-CSFR signalling in monocyte-derived alveolar macrophages.,31601718,10.1183/13993003.00646-2019,,2020,metadata_ingested,1548,pending,pending
pmid-31583403,Long-term Persistence of an Extensively Drug-Resistant Subclade of Globally Distributed Pseudomonas aeruginosa Clonal Complex 446 in an Academic Medical Center.,31583403,10.1093/cid/ciz973,,2020,metadata_ingested,1761,pending,pending
pmid-31301137,Survivors of Ebola Virus Disease Develop Polyfunctional Antibody Responses.,31301137,10.1093/infdis/jiz364,,2020,metadata_ingested,726,pending,pending
pmid-31157370,The Emperor's New Clothes: PRospective Observational Evaluation of the Association Between Initial VancomycIn Exposure and Failure Rates Among ADult HospitalizEd Patients With Methicillin-resistant Staphylococcus aureus Bloodstream Infections (PROVIDE).,31157370,10.1093/cid/ciz460,,2020,metadata_ingested,1755,pending,pending
pmid-31809523,Distinct rates and patterns of spread of the major HIV-1 subtypes in Central and East Africa.,31809523,10.1371/journal.ppat.1007976,,2019,metadata_ingested,1171,pending,pending
pmid-31720009,Divergence dating using mixed effects clock modelling: An application to HIV-1.,31720009,10.1093/ve/vez036,,2019,metadata_ingested,1833,pending,pending
pmid-31671157,Twenty years of West Nile virus spread and evolution in the Americas visualized by Nextstrain.,31671157,10.1371/journal.ppat.1008042,,2019,metadata_ingested,2027,pending,pending
pmid-31668726,"Comprehensive comparative effectiveness and safety of first-line antihypertensive drug classes: a systematic, multinational, large-scale analysis.",31668726,10.1016/S0140-6736(19)32317-7,,2019,metadata_ingested,2730,pending,pending
pmid-31539417,A quantitative approach for the analysis of clinician recognition of acute respiratory distress syndrome using electronic health record data.,31539417,10.1371/journal.pone.0222826,,2019,metadata_ingested,2199,pending,pending
pmid-31491976,Predictors of Obesity among Gut Microbiota Biomarkers in African American Men with and without Diabetes.,31491976,10.3390/microorganisms7090320,,2019,metadata_ingested,1402,pending,pending
pmid-31442400,Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic.,31442400,10.1016/j.cell.2019.07.018,,2019,metadata_ingested,1005,pending,pending
pmid-31416162,Proteomics Computational Analyses Suggest that the Antennavirus Glycoprotein Complex Includes a Class I Viral Fusion Protein (α-Penetrene) with an Internal Zinc-Binding Domain and a Stable Signal Peptide.,31416162,10.3390/v11080750,,2019,metadata_ingested,1040,pending,pending
pmid-31398326,Convergent Structures Illuminate Features for Germline Antibody Binding and Pan-Lassa Virus Neutralization.,31398326,10.1016/j.cell.2019.07.020,,2019,metadata_ingested,1121,pending,pending
pmid-31368812,Improving the Quality and Reproducibility of Flow Cytometry in the Lung. An Official American Thoracic Society Workshop Report.,31368812,10.1165/rcmb.2019-0191ST,,2019,metadata_ingested,977,pending,pending
pmid-31326608,Gut Colonization Preceding Mucosal Barrier Injury Bloodstream Infection in Pediatric Hematopoietic Stem Cell Transplantation Recipients.,31326608,10.1016/j.bbmt.2019.07.019,,2019,metadata_ingested,2105,pending,pending
pmid-31320415,"Draft Genome Sequence of Pseudomonas aeruginosa Strain BWH047, a Sequence Type 235 Multidrug-Resistant Clinical Isolate Expressing High Levels of Colistin Resistance.",31320415,10.1128/MRA.00623-19,,2019,metadata_ingested,410,pending,pending
pmid-31312805,"Machine-learning Prognostic Models from the 2014-16 Ebola Outbreak: Data-harmonization Challenges, Validation Strategies, and mHealth Applications.",31312805,10.1016/j.eclinm.2019.06.003,,2019,metadata_ingested,2159,pending,pending
pmid-31301278,"A high-throughput, bead-based, antigen-specific assay to assess the ability of antibodies to induce complement activation.",31301278,10.1016/j.jim.2019.07.002,,2019,metadata_ingested,1081,pending,pending
pmid-31264905,A Practical Guide to the Measurement and Analysis of DNA Methylation.,31264905,10.1165/rcmb.2019-0150TR,,2019,metadata_ingested,1903,pending,pending
pmid-31173069,The Population Structure of Pseudomonas aeruginosa Is Characterized by Genetic Isolation of exoU+ and exoS+ Lineages.,31173069,10.1093/gbe/evz119,,2019,metadata_ingested,1515,pending,pending
pmid-31136295,Detection of respiratory pathogens in clinical samples using metagenomic shotgun sequencing.,31136295,10.1099/jmm.0.000968,,2019,metadata_ingested,954,pending,pending
pmid-31107246,The role of macrophages in the resolution of inflammation.,31107246,10.1172/JCI124615,,2019,metadata_ingested,539,pending,pending
pmid-31081802,Immunometabolism of pro-repair cells.,31081802,10.1172/JCI124613,,2019,metadata_ingested,1496,pending,pending
pmid-31036723,Diversity of Contact-Dependent Growth Inhibition Systems of Pseudomonas aeruginosa.,31036723,10.1128/JB.00776-18,,2019,metadata_ingested,1288,pending,pending
pmid-31034053,"BEAGLE 3: Improved Performance, Scaling, and Usability for a High-Performance Computing Library for Statistical Phylogenetics.",31034053,10.1093/sysbio/syz020,,2019,metadata_ingested,1812,pending,pending
pmid-31004175,Bayesian Inference of Evolutionary Histories under Time-Dependent Substitution Rates.,31004175,10.1093/molbev/msz094,,2019,metadata_ingested,1733,pending,pending
pmid-30995076,The Human Lung Cell Atlas: A High-Resolution Reference Map of the Human Lung in Health and Disease.,30995076,10.1165/rcmb.2018-0416TR,,2019,metadata_ingested,1167,pending,pending
pmid-30992445,Microbial and metabolic succession on common building materials under high humidity conditions.,30992445,10.1038/s41467-019-09764-z,,2019,metadata_ingested,1111,pending,pending
pmid-30980566,Impacts of indoor surface finishes on bacterial viability.,30980566,10.1111/ina.12558,,2019,metadata_ingested,1436,pending,pending
pmid-30936161,A Genomic Approach To Identify Klebsiella pneumoniae and Acinetobacter baumannii Strains with Enhanced Competitive Fitness in the Lungs during Multistrain Pneumonia.,30936161,10.1128/IAI.00871-18,,2019,metadata_ingested,1602,pending,pending
pmid-30921383,"A medical records and data capture and management system for Lassa fever in Sierra Leone: Approach, implementation, and challenges.",30921383,10.1371/journal.pone.0214284,,2019,metadata_ingested,2178,pending,pending
pmid-30909507,A Review of the Clinical Pharmacokinetics of Polymyxin B.,30909507,10.3390/antibiotics8010031,,2019,metadata_ingested,806,pending,pending
pmid-30896465,Patient and Family Engagement During Treatment Decisions in an ICU: A Discourse Analysis of the Electronic Health Record.,30896465,10.1097/CCM.0000000000003711,,2019,metadata_ingested,2252,pending,pending
pmid-30871341,Procalcitonin as a Biomarker in Rhinosinusitis: A Systematic Review.,30871341,10.1177/1945892418810293,,2019,metadata_ingested,1696,pending,pending
pmid-30728537,Precision epidemiology for infectious disease control.,30728537,10.1038/s41591-019-0345-2,,2019,metadata_ingested,841,pending,pending
pmid-30726761,Metformin Targets Mitochondrial Electron Transport to Reduce Air-Pollution-Induced Thrombosis.,30726761,10.1016/j.cmet.2018.12.001,,2019,metadata_ingested,0,pending,pending
pmid-30722013,Elaboration of Consensus Clinical Endpoints to Evaluate Antimicrobial Treatment Efficacy in Future Hospital-acquired/Ventilator-associated Bacterial Pneumonia Clinical Trials.,30722013,10.1093/cid/ciz093,,2019,metadata_ingested,1608,pending,pending
pmid-30710469,"International Consensus Guidelines for the Optimal Use of the Polymyxins: Endorsed by the American College of Clinical Pharmacy (ACCP), European Society of Clinical Microbiology and Infectious Diseases (ESCMID), Infectious Diseases Society of America (IDSA), International Society for Anti-infective Pharmacology (ISAP), Society of Critical Care Medicine (SCCM), and Society of Infectious Diseases Pharmacists (SIDP).",30710469,10.1002/phar.2209,,2019,metadata_ingested,1921,pending,pending
pmid-30706119,Challenges in severe community-acquired pneumonia: a point-of-view review.,30706119,10.1007/s00134-019-05519-y,,2019,metadata_ingested,1472,pending,pending
pmid-30689983,Principles and Practice of Antibiotic Stewardship in the ICU.,30689983,10.1016/j.chest.2019.01.013,,2019,metadata_ingested,863,pending,pending
pmid-30664748,Commonality despite exceptional diversity in the baseline human antibody repertoire.,30664748,10.1038/s41586-019-0879-y,,2019,metadata_ingested,1723,pending,pending
pmid-30621750,An amplicon-based sequencing framework for accurately measuring intrahost virus diversity using PrimalSeq and iVar.,30621750,10.1186/s13059-018-1618-7,,2019,metadata_ingested,734,pending,pending
pmid-30606844,Metagenomic sequencing at the epicenter of the Nigeria 2018 Lassa fever outbreak.,30606844,10.1126/science.aau9343,,2019,metadata_ingested,965,pending,pending
pmid-30561561,Low Admission Plasma Gelsolin Concentrations Identify Community-acquired Pneumonia Patients at High Risk for Severe Outcomes.,30561561,10.1093/cid/ciy1049,,2019,metadata_ingested,1827,pending,pending
pmid-30554520,Single-Cell Transcriptomic Analysis of Human Lung Provides Insights into the Pathobiology of Pulmonary Fibrosis.,30554520,10.1164/rccm.201712-2410OC,,2019,metadata_ingested,1828,pending,pending
pmid-30546099,Tracking virus outbreaks in the twenty-first century.,30546099,10.1038/s41564-018-0296-2,,2019,metadata_ingested,993,pending,pending
pmid-30485702,Serological response to influenza vaccination among adults hospitalized with community-acquired pneumonia.,30485702,10.1111/irv.12622,,2019,metadata_ingested,743,pending,pending
pmid-30398927,Multidimensional Assessment of the Host Response in Mechanically Ventilated Patients with Suspected Pneumonia.,30398927,10.1164/rccm.201804-0650OC,,2019,metadata_ingested,1799,pending,pending
pmid-30265290,Pneumococcal and Legionella Urinary Antigen Tests in Community-acquired Pneumonia: Prospective Evaluation of Indications for Testing.,30265290,10.1093/cid/ciy826,,2019,metadata_ingested,1792,pending,pending
pmid-30170004,DNA methylation as a transcriptional regulator of the immune system.,30170004,10.1016/j.trsl.2018.08.001,,2019,metadata_ingested,1010,pending,pending
pmid-30574558,Antimicrobial Chemicals Associate with Microbial Function and Antibiotic Resistance Indoors.,30574558,10.1128/mSystems.00200-18,,2018,metadata_ingested,2710,pending,pending
pmid-30512128,Invasive Mechanical Ventilation.,30512128,10.14423/SMJ.0000000000000905,,2018,metadata_ingested,594,pending,pending
pmid-30477498,Inflammatory pathways are upregulated in the nasal epithelium in patients with idiopathic pulmonary fibrosis.,30477498,10.1186/s12931-018-0932-7,,2018,metadata_ingested,1423,pending,pending
pmid-30333617,Antibody-mediated protection against Ebola virus.,30333617,10.1038/s41590-018-0233-9,,2018,metadata_ingested,1315,pending,pending
pmid-30332564,Genomic Analysis of Lassa Virus during an Increase in Cases in Nigeria in 2018.,30332564,10.1056/NEJMoa1804498,,2018,metadata_ingested,945,pending,pending
pmid-30270406,Effect and Safety of Meropenem-Vaborbactam versus Best-Available Therapy in Patients with Carbapenem-Resistant Enterobacteriaceae Infections: The TANGO II Randomized Clinical Trial.,30270406,10.1007/s40121-018-0214-1,,2018,metadata_ingested,2367,pending,pending
pmid-30226837,Large-scale investigation of the reasons why potentially important genes are ignored.,30226837,10.1371/journal.pbio.2006643,,2018,metadata_ingested,943,pending,pending
pmid-30220838,Systemic lupus erythematosus-associated diffuse alveolar hemorrhage: A case report and review of the literature.,30220838,,,2018,metadata_ingested,845,pending,pending
pmid-30185658,Multidimensional assessment of alveolar T cells in critically ill patients.,30185658,10.1172/jci.insight.123287,,2018,metadata_ingested,1164,pending,pending
pmid-30153231,Pneumococcal Colonization and the Nasopharyngeal Microbiota of Children in Botswana.,30153231,10.1097/INF.0000000000002174,,2018,metadata_ingested,1936,pending,pending
pmid-30096313,Systematic Analysis of Monoclonal Antibodies against Ebola Virus GP Defines Features that Contribute to Protection.,30096313,10.1016/j.cell.2018.07.033,,2018,metadata_ingested,1151,pending,pending
pmid-30092199,A Role for Fc Function in Therapeutic Monoclonal Antibody-Mediated Protection against Ebola Virus.,30092199,10.1016/j.chom.2018.07.009,,2018,metadata_ingested,1191,pending,pending
pmid-30038008,Analysis of CD8(+) T cell response during the 2013-2016 Ebola epidemic in West Africa.,30038008,10.1073/pnas.1806200115,,2018,metadata_ingested,1381,pending,pending
pmid-29942656,Bayesian phylogenetic and phylodynamic data integration using BEAST 1.10.,29942656,10.1093/ve/vey016,,2018,metadata_ingested,559,pending,pending
pmid-29908153,Testing for Respiratory Viruses in Adults With Severe Lower Respiratory Infection.,29908153,10.1016/j.chest.2018.06.003,,2018,metadata_ingested,618,pending,pending
pmid-29880819,"Pandemics: spend on surveillance, not prediction.",29880819,10.1038/d41586-018-05373-w,,2018,metadata_ingested,0,pending,pending
pmid-29866884,DNA methylation regulates the neonatal CD4(+) T-cell response to pneumonia in mice.,29866884,10.1074/jbc.RA118.003589,,2018,metadata_ingested,1839,pending,pending
pmid-29786110,"Multi‑layered prevention and treatment of chronic inflammation, organ fibrosis and cancer associated with canonical WNT/β‑catenin signaling activation (Review).",29786110,10.3892/ijmm.2018.3689,,2018,metadata_ingested,2450,pending,pending
pmid-29718447,Posterior Summarization in Bayesian Phylogenetics Using Tracer 1.7.,29718447,10.1093/sysbio/syy032,,2018,metadata_ingested,685,pending,pending
pmid-29687624,Environmental reservoirs for exoS+ and exoU+ strains of Pseudomonas aeruginosa.,29687624,10.1111/1758-2229.12653,,2018,metadata_ingested,1285,pending,pending
pmid-29678129,ClustAGE: a tool for clustering and distribution analysis of bacterial accessory genomic elements.,29678129,10.1186/s12859-018-2154-x,,2018,metadata_ingested,1854,pending,pending
pmid-29511909,Resistance Trends and Treatment Options in Gram-Negative Ventilator-Associated Pneumonia.,29511909,10.1007/s11908-018-0609-x,,2018,metadata_ingested,1735,pending,pending
pmid-28935729,"Complete Genome Sequence of Clostridioides difficile Epidemic Strain DH/NAP11/106/ST-42, Isolated from Stool from a Pediatric Patient with Diarrhea.",28935729,10.1128/genomeA.00923-17,,2017,metadata_ingested,312,pending,pending
