paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-33528560,33528560,2021,"Relax, Keep Walking - A Practical Guide to Continuous Phylogeographic Inference with BEAST.",Spatially explicit phylogeographic analyses can be performed with an inference framework that employs relaxed random walks to reconstruct phylogenetic dispersal histories in continuous space. This core model was first implemented 10 years ago and has opened up new opportunitie...,,,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33523968,33523968,2021,Critical role of synovial tissue-resident macrophage niche in joint homeostasis and suppression of chronic inflammation.,"Little is known about the mechanisms regulating the transition of circulating monocytes into pro- or anti-inflammatory macrophages in chronic inflammation. Here, we took advantage of our novel mouse model of rheumatoid arthritis, in which Flip is deleted under the control of a...",,,,influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33517926,33517926,2021,Association between a rapid diagnostic test to detect methicillin-resistant Staphylococcus Aureus pneumonia and decreased vancomycin use in a medical intensive care unit over a 30-month period.,"Vancomycin overuse is common, yet few data are available regarding how to improve stewardship of this antibiotic. We identify an association between use of a PCR assay to rule out MRSA pneumonia and a significant, sustained decrease in average vancomycin days of therapy over a...",SCRIPT,Richard Wunderink,staphylococcus_aureus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33483311,33483311,2021,Triclosan Tolerance Is Driven by a Conserved Mechanism in Diverse Pseudomonas Species.,"Perturbation of natural microbial communities by antimicrobials, such as triclosan, can result in selection for antibiotic tolerance, which is of particular concern when pathogens are present. Members of the genus Pseudomonas are found in many natural microbial communities and...",,,pseudomonas_aeruginosa,influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-33478576,33478576,2021,Whole microbial community viability is not quantitatively reflected by propidium monoazide sequencing approach.,"BACKGROUND: High-throughput sequencing provides a powerful window into the structural and functional profiling of microbial communities, but it is unable to characterize only the viable portion of microbial communities at scale. There is as yet not one best solution to this pr...",,,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33476549,33476549,2021,Compromised SARS-CoV-2-specific placental antibody transfer.,SARS-CoV-2 infection causes more severe disease in pregnant women compared to age-matched non-pregnant women. Whether maternal infection causes changes in the transfer of immunity to infants remains unclear. Maternal infections have previously been associated with compromised...,,,,sars-cov-2;sars-cov;influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33469593,33469593,2021,Bacterial superinfection pneumonia in SARS-CoV-2 respiratory failure.,"BACKGROUND: Severe community-acquired pneumonia secondary to SARS-CoV-2 is a leading cause of death. Current guidelines recommend patients with SARS-CoV-2 pneumonia receive empirical antibiotic therapy for suspected bacterial superinfection, but little evidence supports these...",CViSB,Donald S Grant;Richard Wunderink,staphylococcus_aureus,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-33455849,33455849,2021,Forest and Trees: Exploring Bacterial Virulence with Genome-wide Association Studies and Machine Learning.,The advent of inexpensive and rapid sequencing technologies has allowed bacterial whole-genome sequences to be generated at an unprecedented pace. This wealth of information has revealed an unanticipated degree of strain-to-strain genetic diversity within many bacterial specie...,SCRIPT,Alan Hauser,,,,review,high,explicit cross-virus/shared-host language: comparative,low,no strong literature-priority keywords matched,pending,
pmid-33448892,33448892,2021,Bronchoscopy on Intubated Patients with COVID-19 Is Associated with Low Infectious Risk to Operators.,,SCRIPT,Richard Wunderink,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33429418,33429418,2021,Circuits between infected macrophages and T cells in SARS-CoV-2 pneumonia.,Some patients infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) develop severe pneumonia and acute respiratory distress syndrome1 (ARDS). Distinct clinical features in these patients have led to speculation that the immune response to virus in the SARS...,CViSB,Donald S Grant;Richard Wunderink,,sars-cov-2;sars-cov;influenza,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-33427208,33427208,2021,Dissecting strategies to tune the therapeutic potential of SARS-CoV-2-specific monoclonal antibody CR3022.,"The rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), coupled with a lack of therapeutics, has paralyzed the globe. Although significant effort has been invested in identifying antibodies that block infection, the ability of antibodies to target inf...",UCLA-Persistent-BSI,Melissa Johnson,,sars-cov-2;sars-cov,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, coronavirus",pending,
pmid-33411796,33411796,2021,Transcriptional profiling of pediatric cholestatic livers identifies three distinct macrophage populations.,BACKGROUND & AIMS: Limited understanding of the role for specific macrophage subsets in the pathogenesis of cholestatic liver injury is a barrier to advancing medical therapy. Macrophages have previously been implicated in both the mal-adaptive and protective responses in obst...,,,,influenza,transcriptomics,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33328178,33328178,2021,Multicenter Evaluation of the Unyvero Platform for Testing Bronchoalveolar Lavage Fluid.,"Bronchoalveolar lavage (BAL) culture is a standard, though time-consuming, approach for identifying microorganisms in patients with severe lower respiratory tract (LRT) infections. The sensitivity of BAL culture is relatively low, and prior antimicrobial therapy decreases the...",SCRIPT,Richard Wunderink,,influenza;hiv,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33326561,33326561,2021,Optimizing aminoglycoside selection for KPC-producing Klebsiella pneumoniae with the aminoglycoside-modifying enzyme (AME) gene aac(6')-Ib.,"OBJECTIVES: KPC-producing Klebsiella pneumoniae (KPC-Kp) isolates commonly co-harbour the aminoglycoside-modifying enzyme (AME) gene aac(6')-Ib, which encodes an AME that can confer resistance to some of the commercially available aminoglycosides. We sought to determine the in...",SCRIPT,Alan Hauser,klebsiella_pneumoniae,influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33168615,33168615,2021,Pharmacokinetic and Pharmacodynamic Profiling of Minocycline for Injection following a Single Infusion in Critically Ill Adults in a Phase IV Open-Label Multicenter Study (ACUMIN).,"Intravenous (i.v.) minocycline is increasingly used to treat infections caused by multidrug-resistant (MDR) Acinetobacter baumannii Despite its being approved nearly 50 years ago, published information on its pharmacokinetic (PK) profile is limited. This multicenter study exam...",SCRIPT,Richard Wunderink,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33125256,33125256,2021,Comparing Nasopharyngeal and BAL SARS-CoV-2 Assays in Respiratory Failure.,,SCRIPT,Richard Wunderink,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32785589,32785589,2021,"A Randomized, Double-blind, Multicenter Trial Comparing Efficacy and Safety of Imipenem/Cilastatin/Relebactam Versus Piperacillin/Tazobactam in Adults With Hospital-acquired or Ventilator-associated Bacterial Pneumonia (RESTORE-IMI 2 Study).","BACKGROUND: Imipenem combined with the β-lactamase inhibitor relebactam has broad antibacterial activity, including against carbapenem-resistant gram-negative pathogens. We evaluated efficacy and safety of imipenem/cilastatin/relebactam in treating hospital-acquired/ventilator...",SCRIPT,Richard Wunderink,pseudomonas_aeruginosa;klebsiella_pneumoniae,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32687171,32687171,2021,Relaxed Random Walks at Scale.,Relaxed random walk (RRW) models of trait evolution introduce branch-specific rate multipliers to modulate the variance of a standard Brownian diffusion process along a phylogeny and more accurately model overdispersed biological data. Increased taxonomic sampling challenges i...,,,,,,methods,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32415977,32415977,2021,Markov-Modulated Continuous-Time Markov Chains to Identify Site- and Branch-Specific Evolutionary Variation in BEAST.,Markov models of character substitution on phylogenies form the foundation of phylogenetic inference frameworks. Early models made the simplifying assumption that the substitution process is homogeneous over time and across sites in the molecular sequence alignment. While stan...,,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-34013276,34013276,2020,Alveolitis in severe SARS-CoV-2 pneumonia is driven by self-sustaining circuits between infected alveolar macrophages and T cells.,UNLABELLED: Some patients infected with Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) develop severe pneumonia and the acute respiratory distress syndrome (ARDS) [1]. Distinct clinical features in these patients have led to speculation that the immune response t...,CViSB,Donald S Grant;Richard Wunderink,,sars-cov-2;sars-cov;influenza,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-33257409,33257409,2020,Lung transplantation for patients with severe COVID-19.,"Lung transplantation can potentially be a life-saving treatment for patients with nonresolving COVID-19-associated respiratory failure. Concerns limiting lung transplantation include recurrence of SARS-CoV-2 infection in the allograft, technical challenges imposed by viral-med...",,,,sars-cov-2;sars-cov;influenza,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-33243278,33243278,2020,Elevated L-threonine is a biomarker for Lassa fever and Ebola.,BACKGROUND: Lassa fever and Ebola are characterized by non-specific initial presentations that can progress to severe multisystem illnesses with high fatality rates. Samples from additional subjects are examined to extend and corroborate biomarkers with prognostic value for th...,CViSB,Robert Garry;Donald S Grant,,,proteomics;metabolomics,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-33231169,33231169,2020,COVID-19 research risks ignoring important host genes due to pre-established research patterns.,"It is known that research into human genes is heavily skewed towards genes that have been widely studied for decades, including many genes that were being studied before the productive phase of the Human Genome Project. This means that the genes most frequently investigated by...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: host,pending,
pmid-33207184,33207184,2020,Compromised Humoral Functional Evolution Tracks with SARS-CoV-2 Mortality.,"The urgent need for an effective SARS-CoV-2 vaccine has forced development to progress in the absence of well-defined correlates of immunity. While neutralization has been linked to protection against other pathogens, whether neutralization alone will be sufficient to drive pr...",SCRIPT,Alan Hauser,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-33200139,33200139,2020,Epidemiological and immunological features of obesity and SARS-CoV-2.,"Obesity is a key correlate of severe SARS-CoV-2 outcomes while the role of obesity on risk of SARS-CoV-2 infection, symptom phenotype, and immune response are poorly defined. We examined data from a prospective SARS-CoV-2 cohort study to address these questions. Serostatus, bo...",,,,sars-cov-2;sars-cov;influenza,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-33171099,33171099,2020,Quick COVID-19 Healers Sustain Anti-SARS-CoV-2 Antibody Production.,Antibodies are key immune effectors that confer protection against pathogenic threats. The nature and longevity of the antibody response to SARS-CoV-2 infection are not well defined. We charted longitudinal antibody responses to SARS-CoV-2 in 92 subjects after symptomatic COVI...,SCRIPT,Alan Hauser,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-33159066,33159066,2020,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework.,"Computational analyses of pathogen genomes are increasingly used to unravel the dispersal history and transmission dynamics of epidemics. Here, we show how to go beyond historical reconstructions and use spatially-explicit phylogeographic and phylodynamic approaches to formall...",CViSB,Kristian Andersen,,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen",pending,
pmid-33127906,33127906,2020,SARS-CoV-2 viral load is associated with increased disease severity and mortality.,"The relationship between SARS-CoV-2 viral load and risk of disease progression remains largely undefined in coronavirus disease 2019 (COVID-19). Here, we quantify SARS-CoV-2 viral load from participants with a diverse range of COVID-19 disease severity, including those requiri...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-33037213,33037213,2020,Accommodating individual travel history and unsampled diversity in Bayesian phylogeographic inference of SARS-CoV-2.,"Spatiotemporal bias in genome sampling can severely confound discrete trait phylogeographic inference. This has impeded our ability to accurately track the spread of SARS-CoV-2, the virus responsible for the COVID-19 pandemic, despite the availability of unprecedented numbers...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,clinical_modeling,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32927409,32927409,2020,A multiplex polymerase chain reaction assay for antibiotic stewardship in suspected pneumonia.,"BACKGROUND: Multiplexed molecular rapid diagnostic tests (RDTs) may allow for rapid and accurate diagnosis of the microbial etiology of pneumonia. However, little data are available on multiplexed RDTs in pneumonia and their impact on clinical practice. METHODS: This retrospec...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32923688,32923688,2020,Hamiltonian Monte Carlo sampling to estimate past population dynamics using the skygrid coalescent model in a Bayesian phylogenetics framework.,"Nonparametric coalescent-based models are often employed to infer past population dynamics over time. Several of these models, such as the skyride and skygrid models, are equipped with a block-updating Markov chain Monte Carlo sampling scheme to efficiently estimate model para...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32916059,32916059,2020,Reproducible Single-Cell Genomic Research in Pulmonary and Critical Care Medicine.,,,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32912998,32912998,2020,The emergence of SARS-CoV-2 in Europe and North America.,"Accurate understanding of the global spread of emerging viruses is critical for public health responses and for anticipating and preventing future outbreaks. Here we elucidate when, where, and how the earliest sustained severe acute respiratory syndrome coronavirus 2 (SARS-CoV...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-32909012,32909012,2020,Bronchoscopy on Intubated COVID-19 Patients is Associated with Low Infectious Risk to Operators at a High-Volume Center Using an Aerosol-minimizing Protocol.,"BACKGROUND: The coronavirus disease 2019 (COVID-19) pandemic raised concern for exposure to healthcare providers through aerosol generating procedures, such as bronchoalveolar lavage (BAL). Current society guidelines recommended limiting use of BAL to reduce operators' risk fo...",SCRIPT,Richard Wunderink,,sars-cov-2;sars-cov,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-32907984,32907984,2020,Broad-Spectrum Antiviral Entry Inhibition by Interfacially Active Peptides.,Numerous peptides inhibit the entry of enveloped viruses into cells. Some of these peptides have been shown to inhibit multiple unrelated viruses. We have suggested that such broad-spectrum antiviral peptides share a property called interfacial activity; they are somewhat hydr...,CViSB,Robert Garry,,influenza;dengue;hiv,,data_or_analysis,high,explicit cross-virus/shared-host language: broad-spectrum,medium,"older paper with relevant terms: virus, viral, host",pending,
pmid-32897881,32897881,2020,Maintenance DNA methylation is essential for regulatory T cell development and stability of suppressive function.,"Tregs require Foxp3 expression and induction of a specific DNA hypomethylation signature during development, after which Tregs persist as a self-renewing population that regulates immune system activation. Whether maintenance DNA methylation is required for Treg lineage develo...",,,,,epigenomics,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32878931,32878931,2020,Evolution of Early SARS-CoV-2 and Cross-Coronavirus Immunity.,"The novel coronavirus, SARS-coronavirus (CoV)-2 (SARS-CoV-2), has caused over 17 million infections in just a few months, with disease manifestations ranging from largely asymptomatic infection to critically severe disease. The remarkable spread and unpredictable disease outco...",,,,sars-cov-2;sars-cov;influenza;rsv,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, coronavirus",pending,
pmid-32858009,32858009,2020,International Perspective on the New 2019 American Thoracic Society/Infectious Diseases Society of America Community-Acquired Pneumonia Guideline: A Critical Appraisal by a Global Expert Panel.,"In 2019, the American Thoracic Society (ATS) and Infectious Diseases Society of America (IDSA) issued a substantial revision of the 2007 guideline on community-acquired pneumonia (CAP). Despite the fact that generalization of infectious disease guidelines is limited because of...",SCRIPT,Richard Wunderink,,influenza,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32851183,32851183,2020,Epithelial cell-specific loss of function of Miz1 causes a spontaneous COPD-like phenotype and up-regulates Ace2 expression in mice.,"Cigarette smoking, the leading cause of chronic obstructive pulmonary disease (COPD), has been implicated as a risk factor for severe disease in patients infected with the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Here we show that mice with lung epithelial...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-32843552,32843552,2020,A Genome-Based Model to Predict the Virulence of Pseudomonas aeruginosa Isolates.,"Variation in the genome of Pseudomonas aeruginosa, an important pathogen, can have dramatic impacts on the bacterium's ability to cause disease. We therefore asked whether it was possible to predict the virulence of P. aeruginosa isolates based on their genomic content. We app...",SCRIPT,Alan Hauser,pseudomonas_aeruginosa,influenza,clinical_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-32789184,32789184,2020,COVID-19 and the next influenza season.,,,,,sars-cov-2;influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32783920,32783920,2020,Distinct Early Serological Signatures Track with SARS-CoV-2 Survival.,"As SARS-CoV-2 infections and death counts continue to rise, it remains unclear why some individuals recover from infection, whereas others rapidly progress and die. Although the immunological mechanisms that underlie different clinical trajectories remain poorly defined, patho...",SCRIPT,Alan Hauser,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-32755751,32755751,2020,"Dissecting the antibody-OME: past, present, and future.","Humoral immunity is key to protection for nearly all licensed vaccines. Yet, the design of vaccines has been more difficult for some of our most deadly killers (e.g. HIV, influenza, Dengue virus, etc.), likely due to our incomplete understanding of the precise immunological me...",,,,influenza;dengue;hiv,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32747391,32747391,2020,Pathogenesis of COVID-19-induced ARDS: implications for an ageing population.,The coronavirus disease 2019 (COVID-19) pandemic has elicited a swift response by the scientific community to elucidate the pathogenesis of severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2)-induced lung injury and develop effective therapeutics. Clinical data indica...,,,,sars-cov-2;sars-cov;influenza,,review,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, host, coronavirus",pending,
pmid-32720752,32720752,2020,Impaired phagocytic function in CX3CR1(+) tissue-resident skeletal muscle macrophages prevents muscle recovery after influenza A virus-induced pneumonia in old mice.,Skeletal muscle dysfunction in survivors of pneumonia disproportionately affects older individuals in whom it causes substantial morbidity. We found that skeletal muscle recovery was impaired in old compared with young mice after influenza A virus-induced pneumonia. In young m...,,,,influenza,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32620586,32620586,2020,Breathing fresh air into respiratory research with single-cell RNA sequencing.,"The complex cellular heterogeneity of the lung poses a unique challenge to researchers in the field. While the use of bulk RNA sequencing has become a ubiquitous technology in systems biology, the technique necessarily averages out individual contributions to the overall trans...",,,,,transcriptomics,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32609537,32609537,2020,Age-Dependent Differences in T-Cell Responses to Influenza A Virus.,"Respiratory infections from influenza A virus (IAV) cause substantial morbidity and mortality in children relative to adults. T cells play a critical role in the host response to IAV by supporting the innate and humoral responses, mediating cytotoxic activity, and promoting re...",,,,influenza,,review,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, host",pending,
pmid-32596695,32596695,2020,"Accommodating individual travel history, global mobility, and unsampled diversity in phylogeography: a SARS-CoV-2 case study.","Spatiotemporal bias in genome sequence sampling can severely confound phylogeographic inference based on discrete trait ancestral reconstruction. This has impeded our ability to accurately track the emergence and spread of SARS-CoV-2, which is the virus responsible for the COV...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32568661,32568661,2020,Persistence of Severe Acute Respiratory Syndrome Coronavirus 2 in Aerosol Suspensions.,We aerosolized severe acute respiratory syndrome coronavirus 2 and determined that its dynamic aerosol efficiency surpassed those of severe acute respiratory syndrome coronavirus and Middle East respiratory syndrome. Although we performed experiment only once across several la...,CViSB,Melissa Johnson;Robert Garry;Elaine Reed,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-32561442,32561442,2020,Treatment of Community-Acquired Pneumonia in Immunocompromised Adults: A Consensus Statement Regarding Initial Strategies.,"BACKGROUND: Community-acquired pneumonia (CAP) guidelines have improved the treatment and outcomes of patients with CAP, primarily by standardization of initial empirical therapy. But current society-published guidelines exclude immunocompromised patients. RESEARCH QUESTION: T...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-32554594,32554594,2020,Measles virus and rinderpest virus divergence dated to the sixth century BCE.,"Many infectious diseases are thought to have emerged in humans after the Neolithic revolution. Although it is broadly accepted that this also applies to measles, the exact date of emergence for this disease is controversial. We sequenced the genome of a 1912 measles virus and...",,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32550242,32550242,2020,SARS-CoV-2 Entry Genes Are Most Highly Expressed in Nasal Goblet and Ciliated Cells within Human Airways.,"The SARS-CoV-2 coronavirus, the etiologic agent responsible for COVID-19 coronavirus disease, is a global threat. To better understand viral tropism, we assessed the RNA expression of the coronavirus receptor, ACE2, as well as the viral S protein priming protease TMPRSS2 thoug...",,,,sars-cov-2;sars-cov,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-32540903,32540903,2020,Isolation of potent SARS-CoV-2 neutralizing antibodies and protection from disease in a small animal model.,"Countermeasures to prevent and treat coronavirus disease 2019 (COVID-19) are a global health priority. We enrolled a cohort of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)-recovered participants, developed neutralization assays to investigate antibody responses...",,,,sars-cov-2;sars-cov,,methods,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, screen, coronavirus",pending,
pmid-32513865,32513865,2020,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California.,"The coronavirus disease 2019 (COVID-19) pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has spread globally, with >365,000 cases in California as of 17 July 2020. We investigated the genomic epidemiology of SARS-CoV-2 in Northern California from...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-32511558,32511558,2020,A Unique Clade of SARS-CoV-2 Viruses is Associated with Lower Viral Loads in Patient Upper Airways.,"BACKGROUND: The rapid spread of SARS-CoV-2, the causative agent of Coronavirus disease 2019 (COVID-19), has been accompanied by the emergence of distinct viral clades, though their clinical significance remains unclear. Here, we aimed to investigate the phylogenetic characteri...",SCRIPT,Alan Hauser,,sars-cov-2;sars-cov;influenza,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, coronavirus",pending,
pmid-32511433,32511433,2020,Comparative dynamic aerosol efficiencies of three emergent coronaviruses and the unusual persistence of SARS-CoV-2 in aerosol suspensions.,,CViSB,Melissa Johnson;Robert Garry;Elaine Reed,,sars-cov-2;sars-cov,,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong literature-priority keywords matched,pending,
pmid-32511416,32511416,2020,The emergence of SARS-CoV-2 in Europe and the US.,"Accurate understanding of the global spread of emerging viruses is critically important for public health response and for anticipating and preventing future outbreaks. Here, we elucidate when, where and how the earliest sustained SARS-CoV-2 transmission networks became establ...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32458974,32458974,2020,Gradients Do Grow on Trees: A Linear-Time O(N)-Dimensional Gradient for Statistical Phylogenetics.,"Calculation of the log-likelihood stands as the computational bottleneck for many statistical phylogenetic algorithms. Even worse is its gradient evaluation, often used to target regions of high probability. Order O(N)-dimensional gradient calculations based on the standard pr...",,,,dengue,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32457420,32457420,2020,Field evaluation of a Pan-Lassa rapid diagnostic test during the 2018 Nigerian Lassa fever outbreak.,"Lassa virus (LASV) is the causative agent of Lassa fever (LF), an often-fatal hemorrhagic disease. LF is endemic in Nigeria, Sierra Leone and other West African countries. Diagnosis of LASV infection is challenged by the genetic diversity of the virus, which is greatest in Nig...",CViSB,Donald S Grant;Robert Garry,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-32407507,32407507,2020,"Genomic Epidemiology, Evolution, and Transmission Dynamics of Porcine Deltacoronavirus.",The emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has shown once again that coronavirus (CoV) in animals are potential sources for epidemics in humans. Porcine deltacoronavirus (PDCoV) is an emerging enteropathogen of swine with a worldwide distribu...,,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-32359479,32359479,2020,"COVID-19: Epidemiology, Evolution, and Cross-Disciplinary Perspectives.","The recent outbreak of COVID-19 in Wuhan turned into a public health emergency of international concern. With no antiviral drugs nor vaccines, and the presence of carriers without obvious symptoms, traditional public health intervention measures are significantly less effectiv...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus",pending,
pmid-32327758,32327758,2020,SARS-CoV-2 entry factors are highly expressed in nasal epithelial cells together with innate immune genes.,"We investigated SARS-CoV-2 potential tropism by surveying expression of viral entry-associated genes in single-cell RNA-sequencing data from multiple tissues from healthy human donors. We co-detected these transcripts in specific respiratory, corneal and intestinal epithelial...",,,,sars-cov-2;sars-cov,transcriptomics,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
