source_collection,paper_id,pmid,doi,year,center,title,pi_candidates,subset_reason,virus_or_pathogen,assay_types,cross_virus_relevance,priority
pi-backlog,pmid-26265177,26265177,10.1099/jgv.0.000262,2015,HPMI,Subcellular trafficking and functional importance of herpes simplex virus type 1 glycoprotein M domains.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, network",,network_modeling,candidate,medium
pi-backlog,pmid-26223644,26223644,10.1128/JVI.01643-15,2015,SYBIL,RIG-I Mediates an Antiviral Response to Crimean-Congo Hemorrhagic Fever Virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",,,candidate,medium
pi-backlog,pmid-26223639,26223639,10.1128/JVI.01523-15,2015,SYBIL,"Human Dendritic Cell Response Signatures Distinguish 1918, Pandemic, and Seasonal H1N1 Influenza Viruses.",Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-26178989,26178989,10.1128/JVI.01596-15,2015,SYBIL,HIV Vpu Interferes with NF-κB Activity but Not with Interferon Regulatory Factor 3.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, hiv, pathway, host response",hiv,,candidate,medium
pi-backlog,pmid-26153856,26153856,10.1038/nature14555,2015,SYBIL,Corrigendum: Pan-viral specificity of IFN-induced genes reveals new roles for cGAS in innate immunity.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-26118995,26118995,10.1016/j.chom.2015.06.004,2015,HPMI,Global Mapping of the Inc-Human Interactome Reveals that Retromer Restricts Chlamydia Infection.,Jeffrey Cox,"viral context plus mechanism/resource terms: viral, interactome, proteomics",chlamydia_trachomatis,proteomics,candidate,medium
pi-backlog,pmid-26083367,26083367,10.1371/journal.ppat.1004957,2015,HPMI,"The Herpes Simplex Virus Protein pUL31 Escorts Nucleocapsids to Sites of Nuclear Egress, a Process Coordinated by Its N-Terminal Domain.",Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, interaction",,proteomics,candidate,medium
pi-backlog,pmid-26046437,26046437,10.1016/j.cell.2015.04.050,2015,SYBIL,PQBP1 Is a Proximal Sensor of the cGAS-Dependent Innate Response to HIV-1.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, hiv, screen",hiv,,candidate,medium
pi-backlog,pmid-25984567,25984567,10.1021/id500022h,2015,SYBIL,A Potent Anti-influenza Compound Blocks Fusion through Stabilization of the Prefusion Conformation of the Hemagglutinin Protein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, screen",influenza,,candidate,medium
pi-backlog,pmid-25966783,25966783,10.1159/000375262,2015,SYBIL,A RIG-I 2CARD-MAVS200 Chimeric Protein Reconstitutes IFN-β Induction and Antiviral Response in Models Deficient in Type I IFN Response.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-25616068,25616068,10.1016/j.molcel.2014.12.028,2015,HPMI,A combined proteomics/genomics approach links hepatitis C virus infection with nonsense-mediated mRNA decay.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, pathway, interaction, proteomics",hcv,proteomics,candidate,medium
pi-backlog,pmid-25590154,25590154,10.1164/rccm.201410-1894OE,2015,SCRIPT,Novel approaches are needed to develop tomorrow's antibacterial therapies.,Richard Wunderink,"viral context plus mechanism/resource terms: viral, screen",,,candidate,medium
pi-backlog,pmid-25511110,25511110,10.1007/s10534-014-9813-9,2015,SYBIL,A comparative immunological analysis of CoCl2 treated cells with in vitro hypoxic exposure.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-25403732,25403732,10.1007/s11103-014-0266-x,2015,UCLA-Persistent-BSI,Comparative assessments of CRISPR-Cas nucleases' cleavage efficiency in planta.,Scott Filler,explicit cross-virus or shared-host framing in title/abstract,,crispr_screen,high,medium
pi-backlog,pmid-25389186,25389186,10.1099/vir.0.071332-0,2015,SYBIL,Mapping of the interaction domains of the Crimean-Congo hemorrhagic fever virus nucleocapsid protein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, interaction",influenza,,candidate,medium
pi-backlog,pmid-25007846,25007846,10.1007/82_2014_400,2015,SYBIL,The NS1 protein: a multitasking virulence factor.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, network",influenza,network_modeling,candidate,medium
pi-backlog,pmid-26038505,26038505,10.1038/emi.2014.88,2014,SYBIL,Identification of 53 compounds that block Ebola virus-like particle entry via a repurposing screen of approved drugs.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, screen",,,candidate,medium
pi-backlog,pmid-25381252,25381252,10.1074/jbc.M114.587816,2014,HPMI,The hepatitis C virus core protein inhibits adipose triglyceride lipase (ATGL)-mediated lipid mobilization and enhances the ATGL interaction with comparative gene identification 58 (CGI-58) and lipid droplets.,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,hcv,,high,medium
pi-backlog,pmid-25378627,25378627,10.1126/science.1257570,2014,HPMI,Phylogenomics resolves the timing and pattern of insect evolution.,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-25211074,25211074,10.1016/j.chom.2014.07.015,2014,SYBIL,The interferon signaling antagonist function of yellow fever virus NS5 protein is activated by type I interferon.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway, interaction",,,candidate,medium
pi-backlog,pmid-25201897,25201897,10.1177/1091581814545245,2014,SYBIL,"Tavaborole, a novel boron-containing small molecule for the topical treatment of onychomycosis, is noncarcinogenic in 2-year carcinogenicity studies.",Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-25199792,25199792,10.1002/0471250953.bi0506s47,2014,HPMI,Comparative Protein Structure Modeling Using MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-25161197,25161197,10.1074/mcp.M114.041673,2014,HPMI,Structural characterization by cross-linking reveals the detailed architecture of a coatomer-related heptameric module from the nuclear pore complex.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-25057006,25057006,10.4049/jimmunol.1400675,2014,SYBIL,Differential requirement for the IKKβ/NF-κB signaling module in regulating TLR- versus RLR-induced type 1 IFN expression in dendritic cells.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, pathway",,,candidate,medium
pi-backlog,pmid-24843188,24843188,,2014,SYBIL,Comparative Study of Hydroalcoholic Extracts of Momordica charantia L. against Foodborne Pathogens.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-24817247,24817247,10.1371/journal.pone.0096687,2014,HPMI,An integrated map of HIV-human protein complexes that facilitate viral infection.,Trey Ideker,"viral context plus mechanism/resource terms: viral, hiv, interaction, network",hiv,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-24802635,24802635,10.1021/ci5001554,2014,HPMI,Prediction of substrates for glutathione transferases by covalent docking.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-24760882,24760882,10.1128/JVI.00239-14,2014,SYBIL,Tumor suppressor cylindromatosis (CYLD) controls HIV transcription in an NF-κB-dependent manner.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, hiv, pathway",hiv,,candidate,medium
pi-backlog,pmid-24725954,24725954,10.1016/j.virol.2014.03.001,2014,SYBIL,Rotavirus infection induces G1 to S phase transition in MA104 cells via Ca⁺²/Calmodulin pathway.,Sumit Chanda,"viral context plus mechanism/resource terms: viral, pathway",,,candidate,medium
pi-backlog,pmid-24692634,24692634,10.1128/mBio.01006-14,2014,SYBIL,RIG-I detects mRNA of intracellular Salmonella enterica serovar Typhimurium during bacterial infection.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-24643253,24643253,10.1371/journal.pone.0092126,2014,SYBIL,MAVS protein is attenuated by rotavirus nonstructural protein 1.,Sumit Chanda,"viral context plus mechanism/resource terms: virus, viral, interaction",,,candidate,medium
pi-backlog,pmid-24586175,24586175,10.1371/journal.ppat.1003981,2014,SYBIL,Human genome-wide RNAi screen identifies an essential role for inositol pyrophosphates in Type-I interferon response.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, influenza, pathway, screen",influenza,,candidate,medium
pi-backlog,pmid-24573470,24573470,10.1007/978-1-4939-0366-5_1,2014,HPMI,Protein structure modeling with MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-24284630,24284630,10.1038/nature12862,2014,SYBIL,Pan-viral specificity of IFN-induced genes reveals new roles for cGAS in innate immunity.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-24271400,24271400,10.1093/nar/gkt1144,2014,HPMI,"ModBase, a database of annotated comparative protein structure models and associated resources.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,hiv,network_modeling,high,medium
pi-backlog,pmid-24237697,24237697,10.1016/j.chom.2013.10.011,2013,SYBIL,Type I interferon imposes a TSG101/ISG15 checkpoint at the Golgi for glycoprotein trafficking during influenza virus infection.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, pathway",influenza,crispr_screen,candidate,medium
pi-backlog,pmid-24098102,24098102,10.1371/journal.pcbi.1003253,2013,HPMI,Target prediction for an open access set of compounds active against Mycobacterium tuberculosis.,Andrej Sali,"viral context plus mechanism/resource terms: hiv, screen",hiv;mycobacterium_tuberculosis,,candidate,medium
pi-backlog,pmid-23903830,23903830,10.1128/JVI.01433-13,2013,CViSB,Mice lacking functional STAT1 are highly susceptible to lethal infection with Lassa virus.,Donald S Grant,"viral context plus mechanism/resource terms: virus, pathway",,,candidate,medium
pi-backlog,pmid-23825951,23825951,10.1371/journal.ppat.1003460,2013,SYBIL,Cellular RNA binding proteins NS1-BP and hnRNP K regulate influenza A virus RNA splicing.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, proteomics",influenza,proteomics,candidate,medium
pi-backlog,pmid-23749869,23749869,10.1073/pnas.1304380110,2013,HPMI,Landscape of protein-protein interactions in Drosophila immune deficiency signaling during bacterial challenge.,Trey Ideker,explicit cross-virus or shared-host framing in title/abstract,,proteomics;epigenomics;network_modeling,high,medium
pi-backlog,pmid-23593007,23593007,10.1371/journal.ppat.1003302,2013,HPMI,Lipid droplet-binding protein TIP47 regulates hepatitis C Virus RNA replication through interaction with the viral NS5A protein.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, interaction, screen",hcv,,candidate,medium
pi-backlog,pmid-23578028,23578028,10.2174/1568026611313070007,2013,HPMI,Molecular modeling and ligand docking for solute carrier (SLC) transporters.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-23509259,23509259,10.1073/pnas.1218165110,2013,HPMI,"Structure-based ligand discovery for the Large-neutral Amino Acid Transporter 1, LAT-1.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-23420847,23420847,10.1074/jbc.M112.434910,2013,HPMI,Diacylglycerol acyltransferase-1 localizes hepatitis C virus NS5A protein to lipid droplets and enhances NS5A interaction with the viral capsid core.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, host factor, interaction",hcv,,candidate,medium
pi-backlog,pmid-23389801,23389801,10.1039/c3cp44336a,2013,SCRIPT,Towards accurate estimates of the spin-state energetics of spin-crossover complexes within density functional theory: a comparative case study of cobalt(II) complexes.,Alan Hauser,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-23145065,23145065,10.1371/journal.pone.0049049,2012,SYBIL,Identification of small molecules with type I interferon inducing properties by high-throughput screening.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza;hcv,,high,medium
pi-backlog,pmid-23063562,23063562,10.1016/j.str.2012.09.003,2012,SYBIL,Structure and dynamics of the second CARD of human RIG-I provide mechanistic insights into regulation of RIG-I activation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, interaction",,,candidate,medium
pi-backlog,pmid-23041628,23041628,10.1172/JCI60659,2012,SYBIL,Cross-presenting CD103+ dendritic cells are protected from influenza virus infection.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-22993153,22993153,10.1128/JVI.02237-12,2012,SYBIL,Contribution of NS1 effector domain dimerization to influenza A virus replication and virulence.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-22932902,22932902,10.1074/jbc.M112.388157,2012,HPMI,"High selectivity of the γ-aminobutyric acid transporter 2 (GAT-2, SLC6A13) revealed by structure-based approach.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-22855494,22855494,10.1128/JVI.01571-12,2012,SYBIL,Increased viral loads and exacerbated innate host responses in aged macaques infected with the 2009 pandemic H1N1 influenza A virus.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, host response",influenza,,candidate,medium
pi-backlog,pmid-22778433,22778433,10.1073/pnas.1206039109,2012,SYBIL,Hematopoietic-specific targeting of influenza A virus reveals replication requirements for induction of antiviral immune responses.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, host response",influenza,,candidate,medium
pi-backlog,pmid-22718633,22718633,10.1515/hsz-2011-0219,2012,HPMI,Biochemical characterization and structural modeling of human cathepsin E variant 2 in comparison to the wild-type protein.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,influenza,network_modeling,high,low
pi-backlog,pmid-22618536,22618536,10.1093/bioinformatics/bts302,2012,HPMI,SALIGN: a web server for alignment of multiple protein sequences and structures.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-22590727,22590727,10.1111/j.1365-294x.2011.05287.x,2012,CViSB,"A comparative study of ancient sedimentary DNA, pollen and macrofossils from permafrost sediments of northern Siberia reveals long-term vegetational stability.",Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-22419161,22419161,10.1038/nature10892,2012,SYBIL,Suppression of the antiviral response by an influenza histone mimic.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",influenza,epigenomics,candidate,medium
pi-backlog,pmid-22323229,22323229,10.1007/978-1-61779-588-6_15,2012,HPMI,Macromolecular assembly structures by comparative modeling and electron microscopy.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-22260278,22260278,10.1111/j.1750-2659.2011.00331.x,2012,SYBIL,Influenza research database: an integrated bioinformatics resource for influenza research and surveillance.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,proteomics,high,medium
pi-backlog,pmid-22217077,22217077,10.1186/1743-422X-9-3,2012,SYBIL,Surveillance in Eastern India (2007-2009) revealed reassortment event involving NS and PB1-F2 gene segments among co-circulating influenza A subtypes.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-22183533,22183533,10.1007/978-1-61779-465-0_8,2012,HPMI,Virtual ligand screening against comparative protein structure models.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-22084242,22084242,10.1074/jbc.M111.282855,2012,HPMI,Two-pronged binding with bromodomain-containing protein 4 liberates positive transcription elongation factor b from inactive ribonucleoprotein complexes.,Melanie Ott,"viral context plus mechanism/resource terms: hiv, interaction",hiv,,candidate,low
pi-backlog,pmid-21963794,21963794,10.1016/j.jsb.2011.09.006,2012,HPMI,"UCSF Chimera, MODELLER, and IMP: an integrated modeling system.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-22190037,22190037,10.1038/nature10693,2011,HPMI,Vif hijacks CBF-β to degrade APOBEC3G and promote HIV-1 infection.,Andrej Sali,"viral context plus mechanism/resource terms: virus, viral, hiv, interaction",hiv,proteomics,candidate,medium
pi-backlog,pmid-21956618,21956618,10.1038/clpt.2011.165,2011,HPMI,A common 5'-UTR variant in MATE2-K is associated with poor response to metformin.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-21917972,21917972,10.1128/JVI.05830-11,2011,SYBIL,Major histocompatibility complex class II expression and hemagglutinin subtype influence the infectivity of type A influenza virus for respiratory dendritic cells.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-21909097,21909097,10.1038/nchembio.645,2011,SYBIL,Chemical inhibition of RNA viruses reveals REDD1 as a host defense factor.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, screen",influenza,,candidate,medium
pi-backlog,pmid-21885739,21885739,10.1073/pnas.1106030108,2011,HPMI,"Structure-based discovery of prescription drugs that interact with the norepinephrine transporter, NET.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-21876670,21876670,10.1371/journal.ppat.1002184,2011,HPMI,Activation of HIV transcription by the viral Tat protein requires a demethylation step mediated by lysine-specific demethylase 1 (LSD1/KDM1).,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, interaction",hiv,proteomics;epigenomics,candidate,medium
pi-backlog,pmid-21852950,21852950,10.1371/journal.ppat.1002186,2011,SYBIL,Differential contribution of PB1-F2 to the virulence of highly pathogenic H5N1 influenza A virus in mammalian and avian species.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-21846828,21846828,10.1128/mBio.00151-11,2011,SYBIL,Host- and strain-specific regulation of influenza virus polymerase activity by interacting cellular proteins.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, network, proteomics",influenza,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-21823622,21823622,10.1021/cb200198c,2011,HPMI,Discovery of a cytokinin deaminase.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-21670211,21670211,10.1083/jcb.201102042,2011,HPMI,"Evolution: On a bender--BARs, ESCRTs, COPs, and finally getting your coat.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,proteomics,high,low
pi-backlog,pmid-21593271,21593271,10.1099/vir.0.032060-0,2011,SYBIL,The NS1 protein of influenza A virus suppresses interferon-regulated activation of antigen-presentation and immune-proteasome pathways.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-21483486,21483486,10.1371/journal.ppat.1001329,2011,SYBIL,Dissection of the influenza A virus endocytic routes reveals macropinocytosis as an alternative entry pathway.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-21464929,21464929,10.1371/journal.pone.0017946,2011,SYBIL,A transient homotypic interaction model for the influenza A virus NS1 protein effector domain.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-21275375,21275375,10.1021/ja110157u,2011,HPMI,Enzymatic deamination of the epigenetic base N-6-methyladenine.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,epigenomics,high,medium
pi-backlog,pmid-21245900,21245900,10.1038/ni0211-114,2011,SYBIL,2 methylate or not 2 methylate: viral evasion of the type I interferon response.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, host response",,epigenomics,candidate,medium
pi-backlog,pmid-21097780,21097780,10.1093/nar/gkq1091,2011,HPMI,"ModBase, a database of annotated comparative protein structure models, and associated resources.",Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-21075352,21075352,10.1016/j.chom.2010.10.007,2010,SYBIL,Mouse STAT2 restricts early dengue virus replication.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, dengue, pathway",dengue,,candidate,medium
pi-backlog,pmid-20943654,20943654,10.1074/jbc.M110.165936,2010,SYBIL,Transcription factor redundancy ensures induction of the antiviral state.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, transcriptome",,transcriptomics,candidate,medium
pi-backlog,pmid-20935628,20935628,10.1038/nm.2238,2010,HPMI,Efficient hepatitis C virus particle formation requires diacylglycerol acyltransferase-1.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, host factor",hcv,,candidate,medium
pi-backlog,pmid-20844044,20844044,10.1128/JVI.01136-10,2010,SYBIL,Virulence-associated substitution D222G in the hemagglutinin of 2009 pandemic influenza A(H1N1) virus affects receptor binding.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",influenza,network_modeling,candidate,medium
pi-backlog,pmid-20844032,20844032,10.1128/JVI.01129-10,2010,SYBIL,Macaque proteome response to highly pathogenic avian influenza and 1918 reassortant influenza virus infections.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, network",influenza,proteomics;network_modeling,candidate,medium
pi-backlog,pmid-20617177,20617177,10.1371/journal.ppat.1000978,2010,HPMI,Adaptation of hepatitis C virus to mouse CD81 permits infection of mouse cells in the absence of human entry factors.,Melanie Ott,"viral context plus mechanism/resource terms: virus, interaction",hcv,,candidate,medium
pi-backlog,pmid-20610653,20610653,10.4049/jimmunol.1000114,2010,SYBIL,NF-kappa B RelA subunit is crucial for early IFN-beta expression and resistance to RNA virus replication.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, host response",,,candidate,medium
pi-backlog,pmid-20534531,20534531,10.1073/pnas.1003115107,2010,SYBIL,Engineered RNA viral synthesis of microRNAs.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, transcriptome",influenza,transcriptomics,candidate,medium
pi-backlog,pmid-20406818,20406818,10.1074/jbc.M109.089912,2010,SYBIL,Negative role of RIG-I serine 8 phosphorylation in the regulation of interferon-beta production.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, interaction",,,candidate,medium
pi-backlog,pmid-20406241,20406241,10.1111/j.1755-5922.2010.00148.x,2010,CViSB,"Comparative efficacy of aliskiren monotherapy and ramipril monotherapy in patients with stage 2 systolic hypertension: subgroup analysis of a double-blind, active comparator trial.",Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-20357099,20357099,10.1128/JVI.00211-10,2010,SYBIL,Murine coronavirus delays expression of a subset of interferon-stimulated genes.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, coronavirus, pathway",coronavirus,,candidate,medium
pi-backlog,pmid-20219937,20219937,10.1128/JVI.02395-09,2010,SYBIL,Species-specific antagonism of host ISGylation by the influenza B virus NS1 protein.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-20140252,20140252,10.1371/journal.pone.0009025,2010,SYBIL,Complete-proteome mapping of human influenza A adaptive mutations: implications for human transmissibility of zoonotic strains.,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,medium
pi-backlog,pmid-20140189,20140189,10.1371/journal.pcbi.1000668,2010,HPMI,The overlap of small molecule and protein binding sites within families of protein structures.,Andrej Sali,"viral context plus mechanism/resource terms: hiv, interaction",hiv,,candidate,low
pi-backlog,pmid-20071582,20071582,10.1128/JVI.02241-09,2010,SYBIL,Phosphorylation-mediated negative regulation of RIG-I antiviral activity.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, interaction",,proteomics,candidate,medium
pi-backlog,pmid-20027183,20027183,10.1038/nature08699,2010,SYBIL;HPMI,Human host factors required for influenza virus replication.,Adolfo Garcia-Sastre;Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, network",influenza,network_modeling,candidate,medium
pi-backlog,pmid-19927307,19927307,10.1002/ajmg.b.31047,2010,SYBIL,Psychiatric syndromes in individuals with chromosome 18 abnormalities.,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-20011113,20011113,10.1371/journal.pgen.1000767,2009,HPMI,"Comprehensive functional analysis of Mycobacterium tuberculosis toxin-antitoxin systems: implications for pathogenesis, stress responses, and evolution.",Jeffrey Cox,explicit cross-virus or shared-host framing in title/abstract,mycobacterium_tuberculosis,,high,low
pi-backlog,pmid-19845314,19845314,10.1021/ci9003706,2009,HPMI,Molecular docking screens using comparative models of proteins.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-19812322,19812322,10.1523/JNEUROSCI.3180-09.2009,2009,HPMI,An integrated systems analysis implicates EGR1 downregulation in simian immunodeficiency virus encephalitis-induced neural dysfunction.,Trey Ideker,"viral context plus mechanism/resource terms: virus, hiv, interaction, network, host response",hiv,network_modeling,candidate,medium
pi-backlog,pmid-19730696,19730696,10.1371/journal.ppat.1000570,2009,HPMI,Evolutionarily conserved herpesviral protein interaction networks.,Trey Ideker,explicit cross-virus or shared-host framing in title/abstract,ebv;cmv,proteomics;network_modeling,high,medium
pi-backlog,pmid-19706713,19706713,10.1128/JVI.00330-09,2009,SYBIL,The NS1 protein of the 1918 pandemic influenza virus blocks host interferon and lipid metabolism pathways.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, network, host response",influenza,network_modeling,candidate,medium
pi-backlog,pmid-19625461,19625461,10.1099/vir.0.013599-0,2009,SYBIL,Interferon priming enables cells to partially overturn the SARS coronavirus-induced block in innate immune activation.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: coronavirus, sars, host response",sars-cov;coronavirus,,candidate,medium
pi-backlog,pmid-19617271,19617271,10.1177/1470320309342407,2009,CViSB,Comparative effects of aliskiren-based and ramipril-based therapy on the renin system during long-term (6 months) treatment and withdrawal in patients with hypertension.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-19587024,19587024,10.1093/protein/gzp040,2009,HPMI,Alignment of multiple protein structures based on sequence and structure features.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-19521506,19521506,10.1371/journal.ppat.1000473,2009,SYBIL,Influenza B virus ribonucleoprotein is a potent activator of the antiviral kinase PKR.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-19472362,19472362,10.1002/pro.143,2009,HPMI,Evolutionary constraints on structural similarity in orthologs and paralogs.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-19454348,19454348,10.1016/j.chom.2009.04.006,2009,SYBIL,Influenza A virus NS1 targets the ubiquitin ligase TRIM25 to evade recognition by the host viral RNA sensor RIG-I.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction",influenza,,candidate,medium
pi-backlog,pmid-19381286,19381286,10.1371/journal.pntd.0000418,2009,HPMI,A kernel for open source drug discovery in tropical diseases.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
