source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
current-program,pmid-38947052,38947052,2024,CViSB,Genomic epidemiology uncovers the timing and origin of the emergence of mpox in humans.,Kristian Andersen,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen","Five years before the 2022-2023 global mpox outbreak Nigeria reported its first cases in nearly 40 years, with the ongoing epidemic since driven by sustained human-to-human transmission. However, limited genomic data has left questions about the timing and origin of the mpox v..."
current-program,pmid-38947021,38947021,2024,CViSB,Molecular epidemiology of recurrent zoonotic transmission of mpox virus in West Africa.,Kristian Andersen,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Nigeria and Cameroon reported their first mpox cases in over three decades in 2017 and 2018 respectively. The outbreak in Nigeria is recognised as an ongoing human epidemic. However, owing to sparse surveillance and genomic data, it is not known whether the increase in cases i..."
current-program,pmid-38947010,38947010,2024,,Evolution of the Umbilical Cord Blood Proteome Across Gestational Development.,,,,proteomics,primary_research,candidate,relevant viral/host/pathway terms matched: proteome,low,no strong literature-priority keywords matched,"Neonatal health is dependent on early risk stratification, diagnosis, and timely management of potentially devastating conditions, particularly in the setting of prematurity. Many of these conditions are poorly predicted in real-time by clinical data and current diagnostics. U..."
pi-backlog,pmid-38890463,38890463,2024,,Author Correction: Discovery of SARS-CoV-2 antiviral drugs through large-scale compound repurposing.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
pi-backlog,pmid-38864383,38864383,2024,,Colloidal Aggregation Confounds Cell-Based Covid-19 Antiviral Screens.,,sars-cov-2;sars-cov;influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Colloidal aggregation is one of the largest contributors to false positives in early drug discovery. Here, we consider aggregation's role in cell-based infectivity assays in Covid-19 drug repurposing. We investigated the potential aggregation of 41 drug candidates reported as..."
current-program,pmid-38801652,38801652,2024,CViSB,Ebola Virus-Specific Neutralizing Antibody Persists at High Levels in Survivors 2 Years After Resolution of Disease in a Sierra Leonean Cohort.,Robert Garry;Donald S Grant,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Ebola virus (EBOV) infection results in Ebola virus disease (EVD), an often severe disease with a nonspecific presentation. Since its recognition, periodic outbreaks of EVD continue to occur in sub-Saharan Africa. The 2013-2016 West African EVD outbreak was the largest recorde..."
pi-backlog,pmid-38683878,38683878,2024,,Bayesian workflow for time-varying transmission in stratified compartmental infectious disease transmission models.,,sars-cov-2;sars-cov,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Compartmental models that describe infectious disease transmission across subpopulations are central for assessing the impact of non-pharmaceutical interventions, behavioral changes and seasonal effects on the spread of respiratory infections. We present a Bayesian workflow fo..."
pi-backlog,pmid-38586014,38586014,2024,,Enhanced mucosal B- and T-cell responses against SARS-CoV-2 after heterologous intramuscular mRNA prime/intranasal protein boost vaccination with a combination adjuvant.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Current COVID-19 mRNA vaccines delivered intramuscularly (IM) induce effective systemic immunity, but with suboptimal immunity at mucosal sites, limiting their ability to impart sterilizing immunity. There is strong interest in rerouting immune responses induced in the periphe..."
current-program,pmid-38370709,38370709,2024,CViSB,Deep mutational scanning reveals functional constraints and antigenic variability of Lassa virus glycoprotein complex.,Kristian Andersen,,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, host","Lassa virus is estimated to cause thousands of human deaths per year, primarily due to spillovers from its natural host, Mastomys rodents. Efforts to create vaccines and antibody therapeutics must account for the evolutionary variability of Lassa virus's glycoprotein complex (..."
pi-backlog,pmid-38327175,38327175,2024,,Digital adaptation of the Standing up for Myself intervention in young people and adults with intellectual disabilities: the STORM feasibility study.,,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"BACKGROUND: Stigma contributes to the negative social conditions persons with intellectual disabilities are exposed to, and it needs tackling at multiple levels. Standing Up for Myself is a psychosocial group intervention designed to enable individuals with intellectual disabi..."
current-program,pmid-38326571,38326571,2024,CViSB,Genome-wide association study identifies human genetic variants associated with fatal outcome from Lassa fever.,Kristian Andersen;Donald S Grant;Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Infection with Lassa virus (LASV) can cause Lassa fever, a haemorrhagic illness with an estimated fatality rate of 29.7%, but causes no or mild symptoms in many individuals. Here, to investigate whether human genetic variation underlies the heterogeneity of LASV infection, we..."
pi-backlog,pmid-38293112,38293112,2024,,De novo-designed minibinders expand the synthetic biology sensing repertoire.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Synthetic and chimeric receptors capable of recognizing and responding to user-defined antigens have enabled ""smart"" therapeutics based on engineered cells. These cell engineering tools depend on antigen sensors which are most often derived from antibodies. Advances in the de..."
current-program,pmid-38280377,38280377,2024,CViSB,Monoclonal antibody therapy protects nonhuman primates against mucosal exposure to Lassa virus.,Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Lassa fever (LF) is an acute viral illness that causes thousands of deaths annually in West Africa. There are currently no Lassa virus (LASV) vaccines or antivirals approved for human use. Recently, we showed that combinations of broadly neutralizing human monoclonal antibodie..."
pi-backlog,pmid-38112266,38112266,2024,,The impact of S2 mutations on Omicron SARS-CoV-2 cell surface expression and fusogenicity.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,SARS-CoV-2 Omicron subvariants are still emerging and spreading worldwide. These variants contain a high number of polymorphisms in the spike (S) glycoprotein that could potentially impact their pathogenicity and transmission. We have previously shown that the S:655Y and P681H...
pi-backlog,pmid-38045703,38045703,2023,,"Potency and durability of T and B cell immune responses after homologous and heterologous vector delivery of a trimer-stabilized, membrane-displayed HIV-1 clade ConC Env protein.",,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"INTRODUCTION: The generation of an HIV-1 vaccine able to induce long-lasting protective immunity remains a main challenge. Here, we aimed to modify next-generation soluble, prefusion-stabilized, close-to-native, glycan-engineered clade C gp140 envelope (Env) trimers (sC23v4 KI..."
current-program,pmid-37849403,37849403,2023,CViSB,"The Arenaviridae Family: Knowledge Gaps, Animal Models, Countermeasures, and Prototype Pathogens.",Kristian Andersen;Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Lassa virus (LASV), Junin virus (JUNV), and several other members of the Arenaviridae family are capable of zoonotic transfer to humans and induction of severe viral hemorrhagic fevers. Despite the importance of arenaviruses as potential pandemic pathogens, numerous gaps exist..."
pi-backlog,pmid-37817087,37817087,2023,,"Transmitted drug resistance and subtype patterns of viruses from reported new HIV diagnoses in Germany, 2017-2020.",,hiv,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,BACKGROUND: The transmission of resistant HIV variants jeopardizes the effective use of antiretrovirals for therapy and prophylaxis. Molecular surveillance of new HIV diagnoses with a focus on prevalence and type of resistance associated mutations and the subtype of circulatin...
pi-backlog,pmid-37777519,37777519,2023,,Assessing immunogenicity barriers of the HIV-1 envelope trimer.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Understanding the balance between epitope shielding and accessibility on HIV-1 envelope (Env) trimers is essential to guide immunogen selection for broadly neutralizing antibody (bnAb) based vaccines. To investigate the antigenic space of Env immunogens, we created a strategy..."
pi-backlog,pmid-37661317,37661317,2023,,"Primary Resistance of Viruses in Reported New Cases of HIV, 2017-2020.",,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-37520413,37520413,2023,SCRIPT,An Adjudication Protocol for Severe Pneumonia.,Richard Wunderink,,,,review,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,BACKGROUND: Clinical end points that constitute successful treatment in severe pneumonia are difficult to ascertain and vulnerable to bias. The utility of a protocolized adjudication procedure to determine meaningful end points in severe pneumonia has not been well described....
current-program,pmid-37458991,37458991,2023,,Scalable Bayesian Divergence Time Estimation With Ratio Transformations.,,,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Divergence time estimation is crucial to provide temporal signals for dating biologically important events from species divergence to viral transmissions in space and time. With the advent of high-throughput sequencing, recent Bayesian phylogenetic studies have analyzed hundre..."
pi-backlog,pmid-37313413,37313413,2023,,Group 1 and group 2 hemagglutinin stalk antibody response according to age.,,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"OBJECTIVE: Antibodies elicited by seasonal influenza vaccines mainly target the head of hemagglutinin (HA). However, antibodies against the stalk domain are cross-reactive and have been proven to play a role in reducing influenza disease severity. We investigated the induction..."
pi-backlog,pmid-37261122,37261122,2023,,Vaccine-induced immune thrombotic thrombocytopenia: what do we know hitherto?,,sars-cov-2;coronavirus,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Vaccine-induced immune thrombotic thrombocytopenia (VITT), also known as thrombosis with thrombocytopenia syndrome, is a catastrophic and life-threatening reaction to coronavirus disease 2019 (COVID-19) vaccines, which occurs disproportionately in response to vaccination with..."
current-program,pmid-37209096,37209096,2023,,Structural conservation of Lassa virus glycoproteins and recognition by neutralizing antibodies.,,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",Lassa fever is an acute hemorrhagic fever caused by the zoonotic Lassa virus (LASV). The LASV glycoprotein complex (GPC) mediates viral entry and is the sole target for neutralizing antibodies. Immunogen design is complicated by the metastable nature of recombinant GPCs and th...
current-program,pmid-36993465,36993465,2023,CViSB,Novel Tools for Lassa Virus Surveillance in Peri-domestic Rodents.,Donald S Grant;Kristian Andersen;Robert Garry,,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","BACKGROUND: Lassa fever (LF) is a rodent-borne disease endemic to West Africa. In the absence of licensed therapeutics or vaccines, rodent exclusion from living spaces remains the primary method of preventing LF. Zoonotic surveillance of Lassa virus (LASV), the etiologic agent..."
current-program,pmid-36097163,36097163,2023,CViSB,Lassa fever - the road ahead.,Robert Garry,,,,review,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Lassa virus (LASV) is endemic in the rodent populations of Sierra Leone, Nigeria and other countries in West Africa. Spillover to humans occurs frequently and results in Lassa fever, a viral haemorrhagic fever (VHF) associated with a high case fatality rate. Despite advances,..."
pi-backlog,pmid-36065824,36065824,2023,,Estimating the Effectiveness of First Dose of COVID-19 Vaccine Against Mortality in England: A Quasi-Experimental Study.,,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Estimating real-world vaccine effectiveness is vital to assessing the coronavirus disease 2019 (COVID-19) vaccination program and informing the ongoing policy response. However, estimating vaccine effectiveness using observational data is inherently challenging because of the..."
pi-backlog,pmid-35738233,35738233,2023,,Simulation of Aerosol and Droplet Spread during Upper Airway and Gastrointestinal Endoscopy.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,BACKGROUND AND AIMS: Aerosols and droplets are the main vectors in transmission of highly contagious SARS-CoV-2. Invasive diagnostic procedures like upper airway and gastrointestinal endoscopy have been declared as aerosol-generating procedures. Protection of healthcare worker...
pi-backlog,pmid-37358124,37358124,2022,,[Evolution and prognostic factors associated with mortality in older adults hospitalized for COVID-19].,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"BACKGROUND: SARS-CoV-2 affects all age groups, but higher mortality rates are recorded in older people, men and with comorbidities, mainly hypertension, diabetes and obesity. AIM: To describe the main clinical characteristics, evolution and prognostic factors for death in olde..."
current-program,pmid-36441765,36441765,2022,CViSB,Expansion of CD8+ T cell population in Lassa virus survivors with low T cell precursor frequency reveals durable immune response in most survivors.,Robert Garry;Donald S Grant,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, pathogen","INTRODUCTION: Lassa virus is a priority pathogen for vaccine research and development, however the duration of cellular immunity and protection in Lassa fever (LF) survivors remains unclear. METHODS: We investigated Lassa virus specific CD8+ T cell responses in 93 LF survivors..."
current-program,pmid-36288283,36288283,2022,CViSB,A cocktail of protective antibodies subverts the dense glycan shield of Lassa virus.,Robert Garry,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, pathogen","Developing potent therapeutics and effective vaccines are the ultimate goals in controlling infectious diseases. Lassa virus (LASV), the causative pathogen of Lassa fever (LF), infects hundreds of thousands annually, but effective antivirals or vaccines against LASV infection..."
pi-backlog,pmid-36219456,36219456,2022,,Immunodominance hierarchy after seasonal influenza vaccination.,,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Current influenza vaccines elicit humoral immune responses against the haemagglutinin (HA) protein of influenza viruses. Different antigenic sites have been identified in the HA head as the main target of haemagglutination inhibition (HAI) antibodies (Sb, Sa, Cb, Ca1 and Ca2)...."
current-program,pmid-36211254,36211254,2022,,"BAYESIAN MITIGATION OF SPATIAL COARSENING FOR A HAWKES MODEL APPLIED TO GUNFIRE, WILDFIRE AND VIRAL CONTAGION.",,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,"Self-exciting spatiotemporal Hawkes processes have found increasing use in the study of large-scale public health threats, ranging from gun violence and earthquakes to wildfires and viral contagion. Whereas many such applications feature locational uncertainty, that is, the ex..."
pi-backlog,pmid-36168555,36168555,2022,,"Risk of Long COVID in People Infected With Severe Acute Respiratory Syndrome Coronavirus 2 After 2 Doses of a Coronavirus Disease 2019 Vaccine: Community-Based, Matched Cohort Study.",,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,We investigated long COVID incidence by vaccination status in a random sample of UK adults from April 2020 to November 2021. Persistent symptoms were reported by 9.5% of 3090 breakthrough severe acute respiratory syndrome coronavirus 2 infections and 14.6% of unvaccinated cont...
current-program,pmid-36167835,36167835,2022,CViSB,Predicting the evolution of the Lassa virus endemic area and population at risk over the next decades.,Donald S Grant;Robert Garry;Kristian Andersen,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral","Lassa fever is a severe viral hemorrhagic fever caused by a zoonotic virus that repeatedly spills over to humans from its rodent reservoirs. It is currently not known how climate and land use changes could affect the endemic area of this virus, currently limited to parts of We..."
pi-backlog,pmid-36059549,36059549,2022,,Editorial: Pandemic influenza vaccine approaches: Current status and future directions.,,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-35919523,35919523,2022,,Stromal Transcription Factor 21 Regulates Development of the Renal Stroma via Interaction with Wnt/β-Catenin Signaling.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: interaction,medium,older paper with relevant terms: interaction,BACKGROUND: Kidney formation requires coordinated interactions between multiple cell types. Input from the interstitial progenitor cells is implicated in multiple aspects of kidney development. We previously reported that transcription factor 21 (Tcf21) is required for ureteri...
current-program,pmid-35895416,35895416,2022,CViSB,Evaluation of Three Clinical Prediction Tools to Predict Mortality in Hospitalized Patients with Lassa Fever.,Donald S Grant,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,Lassa fever is a viral hemorrhagic illness with a case fatality rate for hospitalized patients as high as 69%. Identifying cases before they progress to serious illness can lead to earlier treatment and improved clinical outcomes. Three existing clinical prediction tools were...
current-program,pmid-35795297,35795297,2022,,Accommodating sampling location uncertainty in continuous phylogeography.,,,,,review,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,"Phylogeographic inference of the dispersal history of viral lineages offers key opportunities to tackle epidemiological questions about the spread of fast-evolving pathogens across human, animal and plant populations. In continuous space, i.e. when locations are specified by l..."
pi-backlog,pmid-35332335,35332335,2022,,Publisher Correction: Evolution of enhanced innate immune evasion by SARS-CoV-2.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-35215114,35215114,2022,CViSB,Enterotoxigenic Escherichia coli Heat-Stable Toxin and Ebola Virus Delta Peptide: Similarities and Differences.,Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen",Enterotoxigenic Escherichia coli (ETEC) STb toxin exhibits striking structural similarity to Ebola virus (EBOV) delta peptide. Both ETEC and EBOV delta peptide are enterotoxins. Comparison of the structural and functional similarities and differences of these two toxins illumi...
pi-backlog,pmid-35192922,35192922,2022,,Acquired HIV drug resistance mutations on first-line antiretroviral therapy in Southern Africa: Systematic review and Bayesian evidence synthesis.,,hiv,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,OBJECTIVE: To estimate the prevalence of NRTI and NNRTI drug resistance mutations in patients failing NNRTI-based ART in Southern Africa. STUDY DESIGN: We conducted a systematic review to identify studies reporting drug resistance mutations among adult people living with HIV (...
pi-backlog,pmid-35062328,35062328,2022,,Obesity and Metabolic Dysregulation in Children Provide Protective Influenza Vaccine Responses.,,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The most effective intervention for influenza prevention is vaccination. However, there are conflicting data on influenza vaccine antibody responses in obese children. Cardio-metabolic parameters such as waist circumference, cholesterol, insulin sensitivity, and blood pressure..."
current-program,pmid-35040956,35040956,2022,,From viral evolution to spatial contagion: a biologically modulated Hawkes model.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, pathogen","SUMMARY: Mutations sometimes increase contagiousness for evolving pathogens. During an epidemic, scientists use viral genome data to infer a shared evolutionary history and connect this history to geographic spread. We propose a model that directly relates a pathogen's evoluti..."
current-program,pmid-34951645,34951645,2022,,Phylogeography Reveals Association between Swine Trade and the Spread of Porcine Epidemic Diarrhea Virus in China and across the World.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, coronavirus","The ongoing SARS (severe acute respiratory syndrome)-CoV (coronavirus)-2 pandemic has exposed major gaps in our knowledge on the origin, ecology, evolution, and spread of animal coronaviruses. Porcine epidemic diarrhea virus (PEDV) is a member of the genus Alphacoronavirus in..."
pi-backlog,pmid-37645198,37645198,2021,,A reflection on participatory research methodologies in the light of the COVID-19 - lessons learnt from the European Research Project TRIPS.,,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The coronavirus disease (COVID-19) outbreak has had considerable impacts on research projects, particularly those adopting participatory approaches. This paper reflects on the methodological adaptations employed by the European research project TRIPS to facilitate co-design an..."
pi-backlog,pmid-34702759,34702759,2021,,Adaptations to general surgery resident education in response to COVID-19.,,sars-cov-2;sars-cov,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,BACKGROUND: The COVID-19 pandemic led to many new provincial public health measures to reallocate resources in response to an impending surge of cases. These necessary decisions had several downstream effects on general surgery training. We surveyed the actions taken by Canadi...
pi-backlog,pmid-34446935,34446935,2021,,Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Behaviors and disorders related to self-regulation, such as substance use, antisocial behavior and attention-deficit/hyperactivity disorder, are collectively referred to as externalizing and have shared genetic liability. We applied a multivariate approach that leverages genet..."
pi-backlog,pmid-34358165,34358165,2021,,Stepwise Conformational Stabilization of a HIV-1 Clade C Consensus Envelope Trimer Immunogen Impacts the Profile of Vaccine-Induced Antibody Responses.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Stabilization of the HIV-1 Envelope glycoprotein trimer (Env) in its native pre-fusion closed conformation is regarded as one of several requirements for the induction of neutralizing antibody (nAb) responses, which, in turn, will most likely be a prerequisite for the developm..."
current-program,pmid-34354329,34354329,2021,,Scalable Bayesian inference for self-excitatory stochastic processes applied to big American gunfire data.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, host","The Hawkes process and its extensions effectively model self-excitatory phenomena including earthquakes, viral pandemics, financial transactions, neural spike trains and the spread of memes through social networks. The usefulness of these stochastic process models within a hos..."
current-program,pmid-34261800,34261800,2021,CViSB,Ebola vaccine-induced protection in nonhuman primates correlates with antibody specificity and Fc-mediated effects.,Kristian Andersen,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Although substantial progress has been made with Ebola virus (EBOV) vaccine measures, the immune correlates of vaccine-mediated protection remain uncertain. Here, five mucosal vaccine vectors based on human and avian paramyxoviruses provided nonhuman primates with varying degr..."
pi-backlog,pmid-34208059,34208059,2021,,Augmenting the Immune Response against a Stabilized HIV-1 Clade C Envelope Trimer by Silica Nanoparticle Delivery.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The delivery of HIV-1 envelope (Env) trimer-based immunogens on the surface of nanoparticles holds promise to promote immunogenicity with the aim of inducing a potent, durable and broad neutralizing antibody (bnAb) response. Towards that goal, we examined the covalent conjugat..."
pi-backlog,pmid-34204268,34204268,2021,,Development of a Macrophage-Based ADCC Assay.,,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"Fc-dependent effector functions are an important determinant of the in vivo potency of therapeutic antibodies. Effector function is determined by the combination of FcRs bound by the antibody and the cell expressing the relevant FcRs, leading to antibody-dependent cellular cyt..."
pi-backlog,pmid-33948611,33948611,2021,,Curating and translating the evidence about SARS-CoV-2 and COVID-19 for frontline public health and clinical care: The Novel Coronavirus Research Compendium (NCRC).,,sars-cov-2;sars-cov;coronavirus,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"The public health crisis created by the SARS-CoV-2 pandemic has spurred a deluge of scientific research aimed at informing public health and medical response to the COVID-19 pandemic. However, those working in frontline public health and clinical care had insufficient time to..."
current-program,pmid-33852832,33852832,2021,CViSB,A Fc engineering approach to define functional humoral correlates of immunity against Ebola virus.,Kristian Andersen;Donald S Grant;Robert Garry,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"Protective Ebola virus (EBOV) antibodies have neutralizing activity and induction of antibody constant domain (Fc)-mediated innate immune effector functions. Efforts to enhance Fc effector functionality often focus on maximizing antibody-dependent cellular cytotoxicity, yet di..."
pi-backlog,pmid-33846703,33846703,2021,,SARS-CoV-2 spike E484K mutation reduces antibody neutralisation.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-33789012,33789012,2021,CViSB,Ebola Virus Transmission Initiated by Relapse of Systemic Ebola Virus Disease.,Kristian Andersen,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"During the 2018-2020 Ebola virus disease (EVD) outbreak in North Kivu province in the Democratic Republic of Congo, EVD was diagnosed in a patient who had received the recombinant vesicular stomatitis virus-based vaccine expressing a ZEBOV glycoprotein (rVSV-ZEBOV) (Merck). Hi..."
pi-backlog,pmid-33728501,33728501,2021,,[Pager-supported waiting time management in a university hospital ENT outpatient department : A pilot project for more distance and more comfort].,,sars-cov-2;sars-cov;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"BACKGROUND: Due to the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic, sufficient distance between people is absolutely necessary, especially in waiting rooms of medical care institutions. This is frequently difficult to realize due to restricted spatial..."
current-program,pmid-32687171,32687171,2021,,Relaxed Random Walks at Scale.,,,,,methods,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,Relaxed random walk (RRW) models of trait evolution introduce branch-specific rate multipliers to modulate the variance of a standard Brownian diffusion process along a phylogeny and more accurately model overdispersed biological data. Increased taxonomic sampling challenges i...
current-program,pmid-32415977,32415977,2021,,Markov-Modulated Continuous-Time Markov Chains to Identify Site- and Branch-Specific Evolutionary Variation in BEAST.,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,Markov models of character substitution on phylogenies form the foundation of phylogenetic inference frameworks. Early models made the simplifying assumption that the substitution process is homogeneous over time and across sites in the molecular sequence alignment. While stan...
pi-backlog,pmid-33948251,33948251,2020,,Assessing clinical investigators' perceptions of relevance and competency of clinical trials skills: An international AIDS Malignancy Consortium (AMC) study.,,hiv,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,"INTRODUCTION: The AIDS Malignancy Consortium (AMC) conducts clinical trials of therapeutic and prevention strategies for cancer in people living with HIV. With its recent expansion to Sub-Saharan Africa and Latin America, there was a need to increase the competence of clinical..."
pi-backlog,pmid-33259154,33259154,2020,,Shedding of Viable SARS-CoV-2 after Immunosuppressive Therapy for Cancer.,,sars-cov-2;sars-cov,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,
current-program,pmid-33159066,33159066,2020,CViSB,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework.,Kristian Andersen,,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen","Computational analyses of pathogen genomes are increasingly used to unravel the dispersal history and transmission dynamics of epidemics. Here, we show how to go beyond historical reconstructions and use spatially-explicit phylogeographic and phylodynamic approaches to formall..."
pi-backlog,pmid-32948375,32948375,2020,,Emergency Department Management of the Covid-19 Pandemic.,,sars-cov-2;coronavirus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,BACKGROUND: Emergency departments (EDs) need to be prepared to manage crises and disasters in both the short term and the long term. The coronavirus disease 2019 (COVID-19) pandemic has necessitated a rapid overhaul of several aspects of ED operations in preparation for a sust...
