paper_id,pmid,year,source_collection,center,pi_candidates,title,decision_reason,parse_status,parse_source_type,viruses,host_systems,assay_types,dataset_repositories,dataset_accessions,resource_types,resource_links,raw_data_available,processed_data_available,code_available,reuse_value,pathway_relevance,access_friction,priority_bucket
pmid-29786110,29786110,2018,current-program,,,"Multi‑layered prevention and treatment of chronic inflammation, organ fibrosis and cancer associated with canonical WNT/β‑catenin signaling activation (Review).","viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, interaction, interactions, protein interaction",cached_normalized,pmc_xml,hcv,macrophages;human_lung_tissue;organoids;mice;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-26038505,26038505,2014,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Identification of 53 compounds that block Ebola virus-like particle entry via a repurposing screen of approved drugs.,"viral context plus mechanism-rich title/abstract: ebola, virus, ebola, screen, replication",cached_normalized,pmc_xml,ebola,mice;rhesus_macaques;human_patients,imaging,,,,,false,false,false,low,low,high,tier_3
pmid-24760882,24760882,2014,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Tumor suppressor cylindromatosis (CYLD) controls HIV transcription in an NF-κB-dependent manner.,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, pathway, screen",cached_normalized,pmc_xml,hiv,macrophages,,,,,,false,false,false,low,low,high,tier_3
pmid-23420847,23420847,2013,pi-backlog,HPMI,Melanie Ott,Diacylglycerol acyltransferase-1 localizes hepatitis C virus NS5A protein to lipid droplets and enhances NS5A interaction with the viral capsid core.,"viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, viral, interaction, interactions",cached_normalized,pmc_xml,hcv,,,,,,,false,false,false,low,low,high,tier_3
pmid-22993153,22993153,2012,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Contribution of NS1 effector domain dimerization to influenza A virus replication and virulence.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, interaction, replication",cached_normalized,pmc_xml,influenza_a,mice,,,,,,false,false,false,low,low,high,tier_3
pmid-22855494,22855494,2012,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Increased viral loads and exacerbated innate host responses in aged macaques infected with the 2009 pandemic H1N1 influenza A virus.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host response",cached_normalized,pmc_xml,influenza_a,primary_CD4_T_cells;rhesus_macaques,,,,,,false,false,false,low,low,high,tier_3
pmid-22778433,22778433,2012,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Hematopoietic-specific targeting of influenza A virus reveals replication requirements for induction of antiviral immune responses.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, replication",cached_normalized,pmc_xml,influenza_a,,,,,,,false,false,false,low,low,high,tier_3
pmid-20844044,20844044,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Virulence-associated substitution D222G in the hemagglutinin of 2009 pandemic influenza A(H1N1) virus affects receptor binding.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, influenza, interaction, replication",cached_normalized,pmc_xml,influenza_a,macrophages;mice;ferrets;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-20357099,20357099,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Murine coronavirus delays expression of a subset of interferon-stimulated genes.,"viral context plus mechanism-rich title/abstract: coronavirus, virus, viral, coronavirus, pathway, replication",cached_normalized,pmc_xml,coronavirus_general,HEK293T_cells;macrophages;mice,,,,,,false,false,false,low,low,high,tier_3
pmid-19218453,19218453,2009,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Early and sustained innate immune response defines pathology and death in nonhuman primates infected by highly pathogenic influenza virus.,"viral context plus mechanism-rich title/abstract: influenza, h5n1, virus, influenza, host response, alveolar",cached_normalized,pmc_xml,influenza_a,rhesus_macaques,,,,,,false,false,false,low,low,high,tier_3
pmid-18003608,18003608,2008,pi-backlog,SYBIL,Sumit Chanda,2'-deoxy-4'-azido nucleoside analogs are highly potent inhibitors of hepatitis C virus replication despite the lack of 2'-alpha-hydroxyl groups.,"viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, viral, interaction, replication",cached_normalized,pdf_grobid,hcv,Huh7_cells;human_patients,imaging,,,,,false,false,false,low,low,high,tier_3
pmid-17942531,17942531,2008,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Distinct RIG-I and MDA5 signaling by RNA viruses in innate immunity.,"viral context plus mechanism-rich title/abstract: influenza, dengue, virus, viral, influenza, dengue",cached_normalized,pmc_xml,influenza_a;dengue;rsv,,,,,,,false,false,false,low,low,high,tier_3
pmid-17494067,17494067,2007,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Peptide-mediated interference with influenza A virus polymerase.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,influenza_a,,,,,,,false,false,false,low,low,high,tier_3
pmid-17459917,17459917,2007,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Inhibition of the alpha/beta interferon response by mouse hepatitis virus at multiple levels.,"viral context plus mechanism-rich title/abstract: coronavirus, virus, viral, coronavirus, interaction, replication",cached_normalized,pmc_xml,coronavirus_general,mice,,,,,,false,false,false,low,low,high,tier_3
pmid-17442719,17442719,2007,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Multiple anti-interferon actions of the influenza A virus NS1 protein.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host response",cached_normalized,pmc_xml,influenza_a,,,,,,,false,false,false,low,low,high,tier_3
pmid-17269724,17269724,2007,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Identification of cellular interaction partners of the influenza virus ribonucleoprotein complex and polymerase complex using proteomic-based approaches.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, proteomics",cached_normalized,pmc_xml,influenza_a,,proteomics,,,,,false,false,false,low,low,high,tier_3
pmid-16928763,16928763,2006,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Integrated molecular signature of disease: analysis of influenza virus-infected macaques through functional genomics and proteomics.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, proteomics",cached_normalized,pmc_xml,influenza_a,human_lung_tissue;rhesus_macaques,proteomics,,,,,false,false,false,low,low,high,tier_3
