paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-33852858,33852858,current-program,2021,Cellular mRNA triggers structural transformation of Ebola virus matrix protein VP40 to its essential regulatory form.,CViSB,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,6747,maybe,"virus-focused title/abstract with some host-mechanism signal: ebola, host factor",virus;ebola,ebola,host factor,virus;viral;hiv;ebola,host factor;interaction;interactions;screen,,kidney,,,,"ief motif is commonly matched throughout the human genome, and 3′ UTRs are not G/A-rich overall ( Figure 3B , left). We speculate that factors such as localization in the cell and interactions with RNA-binding proteins may help pair VP40 with 3′ UTRs. To determine whether the VP40 ring also binds viral RNA, we aligned our reads to the Zaire ebolavirus genome. We did not observe region-specific enrichment or well-defined read peaks ( Figure S3 ). When we applied the GEM algorithm to the Zaire eb"
pmid-40060513,40060513,current-program,2025,Maintenance DNA methylation is required for induced regulatory T cell reparative function following viral pneumonia.,,,candidate relevance plus virus/pathogen/assay support,cached_normalized,6719,maybe,"virus-focused title/abstract with some host-mechanism signal: influenza, epithelial",virus;viral;influenza,influenza,epithelial,virus;viral;influenza,epithelial,,,,,,
pmid-33171099,33171099,current-program,2020,Quick COVID-19 Healers Sustain Anti-SARS-CoV-2 Antibody Production.,SCRIPT,Alan Hauser,candidate relevance plus virus/pathogen/assay support,normalized,6715,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, covid-19, pathway, pathways",virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv,pathway;pathways;interaction;interactions;replication;network,,diabetes,bacterial,,,"fic drivers of diminished versus enhanced antibody durability in cohorts such as this may provide insights into correlates of protection to SARS-CoV-2 and may elucidate targetable pathways to enhance efficient clearance and more sustained antibody-mediated protection. While population diversity was our aim, most volunteers for this study were adults, female, and Caucasian. While we have confidence in the biologic conclusions, it will be important for future studies to understand the nature of an"
pmid-34664987,34664987,current-program,2021,Maternal SARS-CoV-2 infection elicits sexually dimorphic placental immune responses.,,,candidate relevance plus virus/pathogen/assay support,normalized,6638,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, coronavirus, sars-cov-2, sars, covid-19",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;zika,pathway;pathways;interaction;interactions;screen;macrophage,,tumor;diabetes,bacterial;toxoplasma,,,"in the plasma of patients with COVID-19 ( 42 ), we examined whether maternal SARS-CoV-2 infection was associated with sex-specific alterations in placental type I, II, and III IFN pathways ( fig. S8A ). There was a sexually dimorphic expression pattern of the classical ISGs IFI6 , CXCL10 , and OAS1 driven by increased expression in male SARS-CoV-2–exposed placentas compared with SARS-CoV-2–negative controls ( Fig. 4, A to C , and table S4 ). We next examined expression of CCL2/MCP-1 , a type I I"
pmid-37720034,37720034,current-program,2023,Live imaging of the airway epithelium reveals that mucociliary clearance modulates SARS-CoV-2 spread.,SYBIL,Sumit Chanda,candidate relevance plus virus/pathogen/assay support,cached_normalized,6628,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: viral, sars-cov-2, sars, pathway, pathways, interaction",viral;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;rsv,pathway;pathways;interaction;interactions;crispr;replication;alveolar;epithelial,,,bacterial,,,"en shown to induce changes in MCC, both through the direct modulation of infected cell function as well as indirectly through induction of innate immune and inflammatory signaling pathways 9 – 11 . SARS-CoV-2 infection is known to increase mucus secretion, and it is thought that multiciliated cell function is impaired as infected cells become dysfunctional and die 10 , 12 , 13 . However, the details of how and when MCC changes during infection remain unclear. Primary human bronchial epithelial"
pmid-35361968,35361968,current-program,2022,Defining the risk of SARS-CoV-2 variants on immune protection.,SYBIL,Melissa Johnson;Michael Schotsaert,candidate relevance plus virus/pathogen/assay support,normalized,6627,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, coronavirus, sars-cov-2, sars, interaction",virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;zika;ebola,interaction;immune evasion;replication;macrophage;alveolar;network,,cancer;diabetes,bacterial,,,", and lower priority if they have already been tested experimentally. The WRAIR team tracks the prevalence of substitutions at a set of sites selected based on the strength of the interaction with known SARS-CoV-2 antibodies (using complex structures in the PDB Protein Data Bank; https://www.rcsb.org ) as well as structural information or knowledge from deep mutational scanning or mutagenesis studies. Weight scores for ranking are also given for various characteristics, such as fold increase in"
pmid-34389466,34389466,hpmi,2021,Characterization of an A3G-Vif(HIV-1)-CRL5-CBFβ Structure Using a Cross-linking Mass Spectrometry Pipeline for Integrative Modeling of Host-Pathogen Complexes.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,6626,maybe,"virus-focused title/abstract with some host-mechanism signal: hiv, restriction factor",hiv,hiv,restriction factor,virus;viral;hiv,pathway;pathways;interaction;interactions;proteomics;restriction factor;network,,,,,,"ze to special cellular compartments, or are membrane associated. As the field of XL-MS moves toward intracellular applications, the potential for studying host–pathogen complexes, pathways, and networks on an unbiased level becomes more feasible. Complementary to this in vivo XL-MS application is the use of in vivo genetic interactions obtained using the point mutant epistatic miniarray profile (pE-MAP) platform to derive spatial restraints for integrative modeling ( 110 , 111 , 112 ). In such c"
pmid-33082574,33082574,hpmi,2021,Bi-paratopic and multivalent VH domains block ACE2 binding and neutralize SARS-CoV-2.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,6590,maybe,virus-relevant but primarily therapeutic/clinical rather than host-mechanism focused: inhibitor,virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;sars-cov-2;sars;covid-19;hiv,interaction;interactions;screen;epithelial,,,bacterial;candida,,inhibitor,e emergence of SARS-CoV-2 and the associated COVID-19 disease has emphasized the need to rapidly generate therapeutics against novel pathogens. SARS-CoV-2 enters cells through the interaction of the viral Spike receptor-binding domain (Spike-RBD) and host angiotensin-converting enzyme-2 (ACE2) on the surface of lung epithelial cells. 1 Antibody and antibody-like biologics that can block this interaction are promising therapeutic candidates because of their high specificity and neutralization pot
pmid-35411350,35411350,current-program,2022,"Wastewater sequencing uncovers early, cryptic SARS-CoV-2 variant transmission.",CViSB,Melissa Johnson;Elaine Reed;Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,6578,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, screen, network",virus;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;sars-cov-2;sars;covid-19,screen;network,,,,,,"rticle (Ceres Nanosciences Inc., USA) based concentration method after which the nucleic acid was extracted and sample eluted in 50uL of elution buffer. The extracted RNA was then screened for SARS-CoV-2 RNA via real-time RT-qPCR for 3 gene targets (N1, N2 and E-gene). PMMoV (pepper mild mottle virus) was also screened to adjust for changes in load. Positive wastewater samples were sequenced within 1–2 weeks of collection, comparable to the delay for clinical samples. To cross-validate the abili"
pmid-32596695,32596695,current-program,2020,"Accommodating individual travel history, global mobility, and unsampled diversity in phylogeography: a SARS-CoV-2 case study.",CViSB,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,6438,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, covid-19, dependency, network",virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;coronavirus;sars-cov-2;sars;covid-19;zika;ebola,dependency;network,,,,,,"ow sensitive the reconstructions are with respect to such decisions. Our spatial diffusion GLM may benefit from 2020 travel data that are impacted by travel restrictions. The time dependency imposed by travel restrictions could potentially be modelled with an epoch version of the discrete trait CTMC 25 . This could also be important for the asymmetry factor we included for transitions from Hubei as these will be severely impacted by the travel ban imposed on January 23 45 . Finally, in addition"
pmid-39571001,39571001,hpmi,2024,SARS-CoV-2 evolution balances conflicting roles of N protein phosphorylation.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,6417,maybe,"virus-focused title/abstract with some host-mechanism signal: coronavirus, sars-cov-2, sars, covid-19, replication",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,replication,virus;viral;coronavirus;sars-cov-2;sars;covid-19,replication,,,,,,
pmid-32719457,32719457,hpmi,2020,Structural basis of CD4 downregulation by HIV-1 Nef.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,6385,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, hiv, interaction, interactions, proteomics",virus;viral;hiv,hiv,,virus;viral;sars;hiv,interaction;interactions;proteomics;replication,,,,,,"in AP2 complex partly by mimicking the acidic dileucine motif 22 . Although how Nef associates with a part of the tetrameric AP2 is understood 22 , a complete understanding of the interaction, especially how CD4 is sequestered by Nef into a complex with AP2, has remained elusive. Here we describe the mechanism of this key Nef function using a high-resolution crystal structure, cross-linking mass spectrometry, and structure-modeling, along with biochemical and functional validation. We pursued a"
pmid-39149904,39149904,pi-backlog,2024,Sarbecovirus programmed ribosome frameshift RNA element folding studied by NMR spectroscopy and comparative analyses.,SYBIL,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,6354,maybe,virus-relevant but primarily therapeutic/clinical rather than host-mechanism focused: drug discovery,virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars,,,,,,drug discovery,
pmid-33880483,33880483,current-program,2021,Coincident rapid expansion of two SARS-CoV-2 lineages with enhanced infectivity in Nigeria.,,,candidate relevance plus virus/pathogen/assay support,normalized,6242,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, coronavirus, sars-cov-2, sars, covid-19",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;coronavirus;sars-cov-2;sars;covid-19;hiv,interaction;screen;immune evasion;epithelial;network,,ovarian,,,,"ts Models using lme4 package. For cell entry we tested for significant differences in cell entry between mutants with increasing concentrations of psudotyped viruses including the interaction between mutant and p24 concentration in the model and accounting for experiment and plate effects. For neutralization EC 50 differences we included in the model the different groups of sera, each mutant, as well as the interaction of both parameters, with the addition of the possible effect of within-donor"
pmid-37191546,37191546,current-program,2023,Serodominant SARS-CoV-2 Nucleocapsid Peptides Map to Unstructured Protein Regions.,,,candidate relevance plus virus/pathogen/assay support,normalized,6226,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: viral, sars-cov-2, sars, covid-19, screen, replication",viral;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,screen;replication,,,,,,"lates and equilibrated with commercially available Classics II, JCSG+, MPD, and ComPAS suites. Diffraction-quality crystals appeared in 6 days from condition D8 of the Classics II screen (0.1 M HEPES, pH 7.5, and 25% [wt/vol] polyethylene glycol 3350 [PEG 3350]). Diffraction data were collected at the 21-ID-F Life Science Collaborative Access Team (LS-CAT) at the Advanced Photon Source, Argonne National Laboratory. The data set was processed and scaled with the HKL-3000 suite ( 40 ). The structu"
pmid-37620306,37620306,current-program,2023,Antibody-mediated NK cell activation as a correlate of immunity against influenza infection.,,,candidate relevance plus virus/pathogen/assay support,cached_normalized,6212,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: viral, influenza, screen, macrophage, network",viral;influenza,influenza,,virus;viral;influenza;sars-cov-2;sars;covid-19,screen;macrophage;network,,,,,,". After 1 hour incubation at room temperature, excess detector was washed away and labeled immune complexes resuspended in QSol buffer (Intellicyt). Plates were read using an iQue Screener PLUS with Forecyt v7 software (Intellicyt), and antibody levels quantified by PE median fluorescence intensity. All samples were assayed in duplicate and quality control was performed to ensure correlation between sample runs and adequate signal-to-noise ratios. Antigens (wild type H3 A/Victoria/361/2011, egg"
pmid-23063562,23063562,pi-backlog,2012,Structure and dynamics of the second CARD of human RIG-I provide mechanistic insights into regulation of RIG-I activation.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, interaction",normalized,6158,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: viral, interaction, interactions",viral,,interaction,viral,interaction;interactions,,,,,,"ontaining double stranded regions with a 5′ end triphosphate group. The binding of RNA switches RIG-I from a passive to an active conformation, wherein the CARDs are “exposed” for interactions with downstream signaling proteins including the adaptor protein MAVS (mitochondrial-associated viral signaling protein), also known as VISA, IPS1, or Cardif ( Belgnaoui et al., 2011 ). This, in turn, triggers a signaling cascade leading to the production of interferon-β (IFN-β), an important factor in the"
pmid-28377530,28377530,pi-backlog,2017,Topoisomerase II Inhibitors Induce DNA Damage-Dependent Interferon Responses Circumventing Ebola Virus Immune Evasion.,SYBIL,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,normalized,6123,maybe,"virus-focused paper with broad-spectrum or cross-virus language, but mainly therapeutic/clinical framing: broad-spectrum, inhibitor, ebola",virus;ebola,ebola,pathway;pathways;screen;immune evasion;replication,virus;viral;influenza;rsv;ebola,pathway;pathways;interaction;screen;immune evasion;replication;macrophage,broad-spectrum,cancer;tumor,candida,,inhibitor,"Emerging RNA viruses are an ongoing but unpredictable threat to public health. A potential answer to this threat would be a broad-spectrum therapeutic approach targeting host pathways in a manner that would inhibit the diverse virus families that are likely to cause outbreaks in the human population. Ebola virus (EBOV), a member of the family Filoviridae , represents one such threat. EBOV has repeatedly been associated with outbreaks of hig"
pmid-33594355,33594355,current-program,2021,SARS-CoV-2 European resurgence foretold: interplay of introductions and persistence by leveraging genomic and mobility data.,,,candidate relevance plus virus/pathogen/assay support,normalized,6112,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, covid-19, pathway, pathways",virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;coronavirus;sars-cov-2;sars;covid-19,pathway;pathways;network,,,,,,"thods ). Although estimates for individual dispersal between pairs of countries can also be obtained ( Extended Data Figure 3 ), we remain cautious in interpreting these as direct pathways of spread because the genome sampling only covers a restricted set of European countries. The mobility to/from each country within our 10-country sample covers between 64% and 96% of the mobility to/from all countries within Europe ( Extended Data Table 2 ), except for Norway (27%), for which other Scandinavia"
pmid-33780443,33780443,current-program,2021,Pandemic velocity: Forecasting COVID-19 in the US with a machine learning & Bayesian time series compartmental model.,,,candidate relevance plus virus/pathogen/assay support,normalized,6083,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, covid-19, interaction, interactions, network",virus;covid-19,covid-19,,virus;viral;influenza;sars-cov-2;sars;covid-19,interaction;interactions;network,,,,,,"els for each quantity. A number of agent-based COVID-19 models have been developed or adapted from influenza pandemic models to simulate the individuals of a population and their interactions [ 64 – 68 ]. This provides a mechanism for modelling interventions that target contacts between individuals and does not assume the population exists in homogeneous compartments as compartmental models generally do, but also requires a number of assumptions regarding the behavior and interactions within a"
pmid-35767652,35767652,current-program,2022,Antibody Fc characteristics and effector functions correlate with protection from symptomatic dengue virus type 3 infection.,,,candidate relevance plus virus/pathogen/assay support,normalized,6079,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, dengue, pathway, pathways, screen, replication",virus;dengue,dengue,,virus;viral;dengue;zika;yellow fever virus,pathway;pathways;screen;replication;macrophage;network,,kidney,candida,,,"s in vitro and in animal studies, including by preventing ADE, improving neutralization potential, and increasing IgG avidity ( 27 , 43 – 45 ). Although the alternative and lectin pathways have also been implicated in protection or immunopathogenesis in dengue disease ( 46 – 49 ), we show here the protective role of the classical complement cascade. The main limitations of our study were related to sample size and volume. We initially selected well-characterized pre-DENV3 infection samples for"
pmid-30921383,30921383,current-program,2019,"A medical records and data capture and management system for Lassa fever in Sierra Leone: Approach, implementation, and challenges.",CViSB,Donald S Grant;Robert Garry,candidate relevance plus virus/pathogen/assay support,normalized,6070,maybe,"virus-focused title/abstract with some host-mechanism signal: ebola, screen",virus;viral;ebola,ebola,screen,virus;viral;hiv;ebola,interaction;interactions;screen;network,,,,,,"300,000 infections and 5,000 deaths annually [ 6 , 7 ]. Lassa infections most commonly arise in poor, rural areas, partly due to insufficient food storage practices and increased interaction between humans and animals found in such areas. Some of the world’s highest observed Lassa fever infection rates are found in Sierra Leone’s Kenema District that is located in its Eastern Province near its south Liberian border ( Fig 1 ; [ 8 , 9 ]). Kenema Government Hospital (KGH) lies in the central part"
pmid-35073738,35073738,current-program,2022,Serological Markers of SARS-CoV-2 Reinfection.,,,candidate relevance plus virus/pathogen/assay support,normalized,6068,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, screen, replication, network",virus;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars,screen;replication;network,,tumor,,,,"g testing or focused vaccine boosting campaigns. Thus, our ability to monitor and control both infection and reinfection hinges on the development of simple, immunologically sound screening strategies capable of reliably monitoring reinfection with both novel and recirculating strains. A rise in pathogen-specific antibody titers has been used as a biomarker of response to therapy or infection ( 12 ). Given the ease and specificity of antibody diagnostics, here we deeply profiled the changes in"
pmid-20140252,20140252,pi-backlog,2010,Complete-proteome mapping of human influenza A adaptive mutations: implications for human transmissibility of zoonotic strains.,SYBIL,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,normalized,6046,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, influenza, host factor, host factors, pathway, pathways",virus;influenza,influenza;h1n1;h5n1,,virus;viral;influenza,host factor;host factors;pathway;pathways;interaction;interactions;dependency;replication,host adaptation,,candida,,,"othesis that human influenza A evolved from an avian Allele A lineage [22] . Comparisons restricted to Allele A sequences are therefore more likely to identify mutations caused by host adaptation rather than lineage difference. H2H sequences were compared against the Allele A subset of A2A sequences, and only characteristic sites that met our selection criteria in this comparison were selected for our final catalogue. To analyze adaptation signatures for different virus groups, we also collecte"
pmid-37443074,37443074,current-program,2023,Waning and boosting of antibody Fc-effector functions upon SARS-CoV-2 vaccination.,SYBIL,Ryan McNamara;Rafael Medina,candidate relevance plus virus/pathogen/assay support,cached_normalized,6023,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, sars-cov-2, sars, covid-19, screen, macrophage",virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;ebola,screen;macrophage;network,,,,,,"t a 1:1000 dilution. After 1 h of incubation, the excessive secondary reagent was removed by washing, and the relative antibody concentration per antigen was determined on an IQue Screener PLUS cytometer (IntelliCyt). For all the antibody-mediated functional assays performed in this study, only two antigens, SARS-CoV-2 WT Spike (Sino Biological, 40589-V08H4) and SARS-CoV-2 Omicron Variant S (Sino Biological, 40589-V08H26) were used as discussed in detail below. All samples were assayed in techni"
pmid-35348368,35348368,current-program,2022,mRNA-1273 and BNT162b2 COVID-19 vaccines elicit antibodies with differences in Fc-mediated effector functions.,,,candidate relevance plus virus/pathogen/assay support,normalized,5990,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, coronavirus, sars-cov-2, sars, covid-19",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;ebola,macrophage;network,,,,,,"il phagocytosis (ADNP) activity and antibody dependent natural killer (NK) cell activation (ADNKA) measured by degranulation (CD107a expression), interferon (IFN)-γ secretion, and macrophage inflammatory protein 1β (MIP1-β) secretion (p = 0.051, 0.14,1 0.118 and 0.111 for ADNP and ADNKA CD107a, IFNγ, and MIP1β respectively) ( Fig. 1C and data file S2). Vaccine-specific signatures were further identified using multivariate analysis. Multivariate approaches evaluate the classification accuracy of"
pmid-29268608,29268608,pi-backlog,2018,Broad Spectrum Inhibitor of Influenza A and B Viruses Targeting the Viral Nucleoprotein.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, screen",normalized,5982,maybe,"virus-focused paper with broad-spectrum or cross-virus language, but mainly therapeutic/clinical framing: broad-spectrum, inhibitor, influenza",virus;viral;influenza,influenza,screen;replication,virus;viral;influenza,interaction;screen;replication;alveolar;epithelial,broad-spectrum,kidney,candida,,inhibitor,"le S119 parent hit molecule. We plan to expand this SAR and will report on our progress in future manuscripts. Of these analogs, S119–8 demonstrated that it had acquired enhanced broad-spectrum activity ( Figure 7 , Table 2 ) with improved calculated physical properties (i.e., lower c LogP: 5.95), while maintaining significant potency (IC 50 = 1.43 μ M) at nontoxic (50% cytotoxic concentration, CC 50 = 66.10 μ M) concentrations, albeit somewhat higher (7-fold) than that of the parent S119 again"
pmid-33600379,33600379,current-program,2021,Aging imparts cell-autonomous dysfunction to regulatory T cells during recovery from influenza pneumonia.,,,candidate relevance plus virus/pathogen/assay support,normalized,5979,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, influenza, coronavirus, sars-cov-2, sars",virus;viral;influenza;coronavirus;sars-cov-2;sars,influenza;coronavirus;sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,pathway;pathways;transcriptomics;alveolar;epithelial;network,,,,,,"ients with viral ARDS. Thus, we focused our experimental design on the late stages of recovery from influenza infection with the goal of investigating potentially novel reparative pathways that could be leveraged to enhance lung resilience to viral pneumonia in older hosts. Both influenza A virus– and SARS-CoV-2–induced lung injury disproportionately affect the elderly, who comprise the greatest proportion of infection-related deaths ( 1 , 3 , 32 , 33 ). Here, we found that similar to human epid"
pmid-32785687,32785687,hpmi,2020,Crippling life support for SARS-CoV-2 and other viruses through synthetic lethality.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,5961,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, viral, sars-cov-2, sars, host factor, host factors",virus;viral;sars-cov-2;sars,sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;dengue;zika;ebola,host factor;host factors;host response;pathway;pathways;interaction;interactions;protein interaction;screen;crispr;dependency;replication;network,broad-spectrum;species barriers,cancer;breast cancer,candida,,,"ative polymerases, whether RNA-dependent RNA polymerases or reverse transcriptases ( De Clercq, 2009 ; Hoofnagle, 2012 ). Remdesivir is a nucleoside triphosphate analogue that has broad-spectrum activities against RNA viruses such as Ebola, MERS, and SARS-CoV-1 in cell culture and animal models. It has recently been shown to shorten the recovery time of hospitalized COVID-19 patients ( Beigel et al., 2020 ; Ferner and Aronson, 2020 ; Li and De Clercq, 2020 ; Scavone et al., 2020 ). Protease inhi"
pmid-35215907,35215907,pi-backlog,2022,Human SUMOylation Pathway Is Critical for Influenza B Virus.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway, host factor",normalized,5906,maybe,"virus-focused paper with broad-spectrum or cross-virus language, but mainly therapeutic/clinical framing: broad-spectrum, inhibitor, influenza",virus;viral;influenza,influenza,host factor;pathway;pathways;screen,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;ebola,host factor;host factors;pathway;pathways;interaction;interactions;screen;crispr;replication,broad-spectrum,cancer;leukemia;kidney,bacterial,,inhibitor,"hogen to humans, viruses must engage host factors for their infection and replication, and therapeutics targeting host–virus interactions could present a potentially effective and broad-spectrum treatment modality for viral infections, such as IAV/IBV. Among the interactions of viruses and humans, a post-translation modification (PTM), the SUMOylation, is unique in several aspects. Several genome-wide siRNA or CRISPR screenings have identified that SUMOylation enzyme inhibition or gene knockout"
pmid-29624387,29624387,pi-backlog,2018,Computer-Aided Discovery and Characterization of Novel Ebola Virus Inhibitors.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, screen",normalized,5856,maybe,"virus-focused title/abstract with some host-mechanism signal: ebola, screen",virus;viral;ebola,ebola,screen,virus;viral;ebola,host factor;host factors;pathway;interaction;interactions;screen;replication,,cancer,candida,,inhibitor,"e surface of host cell, and the virus enters through micropinocytosis and endocytosis. Although a cell surface receptor and a few other components are still not clear, several key host factors including cathepsin B/L in the endosome 14 and Niemann Pick C1 protein (NPC1) in the lysosome have been reported as regulators of EBOV entry. 15 , 16 The chemical biology and anti-Ebola MOAs of the 14 experimentally validated hits were evaluated for interactions with both host and viral targets. In additi"
pmid-25984567,25984567,pi-backlog,2015,A Potent Anti-influenza Compound Blocks Fusion through Stabilization of the Prefusion Conformation of the Hemagglutinin Protein.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, screen",normalized,5842,maybe,"virus-focused paper with broad-spectrum or cross-virus language, but mainly therapeutic/clinical framing: broad-spectrum, inhibitor, influenza, h1n1, h5n1",virus;viral;influenza,influenza;h1n1;h5n1,interaction;screen;replication,virus;viral;influenza;hiv,interaction;interactions;screen;replication;alveolar;epithelial,broad-spectrum,kidney,candida,,inhibitor,"veness ensured that multicycle replication was occurring in our assay and that inhibitors of the release step, as well as all prior steps, could be detected. Ribavirin, which is a broad-spectrum inhibitor of RNA viruses and targets polymerase function, showed an even larger window of inhibition because it targets an earlier step in the life cycle. The screen assay was determined to have a Z ′ factor between 0.4 and 0.6, a CV ranging from 10 to 20%, and a signal window of 5–7-fold, indicating tha"
pmid-39969084,39969084,hpmi,2025,Torsional twist of the SARS-CoV and SARS-CoV-2 SUD-N and SUD-M domains.,HPMI,,explicit cross-virus/shared-host signal,cached_normalized,5822,maybe,"virus-focused title/abstract with some host-mechanism signal: coronavirus, sars-cov-2, sars, replication",virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,replication,virus;viral;coronavirus;sars-cov-2;sars,replication,,,,,,
pmid-34578352,34578352,current-program,2021,Zika Virus Non-Structural Protein 1 Antigen-Capture Immunoassay.,CViSB,Kristian Andersen;Robert Garry,candidate relevance plus virus/pathogen/assay support,normalized,5812,maybe,"virus context appears stronger in body than title/abstract; possible mechanistic paper to inspect: virus, dengue, zika, yellow fever virus, interaction, interactions",virus;dengue;zika;yellow fever virus,dengue;zika;yellow fever virus;flavivirus,,virus;dengue;zika;yellow fever virus,interaction;interactions;protein interaction;screen;replication,,uveitis,,,,"227–229. Both mutant NS1 proteins bound serum IgM more readily in the Dominican Republic samples compared to wild-type NS1 ( Figure 3 , Table S3 ). Differences in protein–protein interactions or other structural changes in the mutant proteins could account for the differential antibody binding compared to wild-type NS1. As a large volume of goat serum would be required to produce antigen-capture ELISA in sufficient amounts for the current and future studies sera from two goats immunized with e"
pmid-38961189,38961189,hpmi,2024,NF-κB inhibitor alpha controls SARS-CoV-2 infection in ACE2-overexpressing human airway organoids.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,5788,maybe,"virus-focused title/abstract with some host-mechanism signal: sars-cov-2, sars, replication",viral;sars-cov-2;sars,sars-cov-2;sars,replication,viral;sars-cov-2;sars,replication,,,,,inhibitor,
